Sample,,,,,,,SOTALOL HYDROCHLORIDE Results,,IS_SPARTEINE Results,,GALANTAMINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,CLONIDINE HYDROCHLORIDE Results,,SUMATRIPTAN SUCCINATE Results,,NEOSTIGMINE BROMIDE Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,ZIDOVUDINE [AZT] Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,BRIVUDINE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,OMEPRAZOLE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,ERGOTAMINE TARTRATE Results,,FLUOXETINE Results,,RAMIPRIL Results,,BENAZEPRIL HYDROCHLORIDE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,DICYCLOMINE HYDROCHLORIDE Results,,PRANOPROFEN Results,,FAMPROFAZONE Results,,TOLAZAMIDE Results,,BISACODYL Results,,CARISOPRODOL Results,,TRANDOLAPRIL Results,,KETOROLAC TROMETHAMINE Results,,VORICONAZOLE Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,RAMELTEON Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,LOSARTAN Results,,IRBESARTAN Results,,EZETIMIBE Results,,REPAGLINIDE Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,VALSARTAN Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,TRANILAST Results,,OXAPROZIN Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,INDOMETHACIN Results,,NORETHINDRONE ACETATE Results,,NATEGLINIDE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,,RITONAVIR Results,,LOVASTATIN Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ009F-Plate1-L029-OD333-T08,MZ009F-Plate1-L029-OD333-T08.d,Sample,,10/18/17 14:49,0.974,2608625,1.042,3618848,1.064,4360445,1.165,3720671,1.165,5449850,1.299,246670,1.187,7373017,1.243,3356477,1.176,2131367,1.679,74115,2.06,22975,1.567,4475065,1.97,6929798,1.802,20284,1.993,1261829,1.97,10877479,2.239,4739917,2.093,21633,2.373,31146,2.474,2106557,2.574,6231741,2.612,6299111,2.91,4335112,2.82,16010659,2.832,10817960,3.122,9929180,3.19,31492,3.167,5066446,3.4,21600665,3.503,1314595,3.536,106939,3.503,3683151,3.615,3973807,3.637,6589481,3.604,7124696,3.604,9628082,3.749,1381,3.637,3869096,3.704,14168537,3.704,26946439,4.017,4704,3.749,1506210,3.727,9844590,3.783,4064355,3.816,3744020,3.76,8396989,3.827,12153852,3.883,12312895,3.861,8065360,3.984,803497,4.017,9412664,4.085,19168709,4.118,175555,4.152,19178686,4.163,12075083,4.599,12186,4.398,10211,4.353,1122056,4.364,11400624,4.431,8487893,4.118,12615,4.443,12052550,4.476,1411375,4.409,292246,4.51,16697956,4.588,323096,4.599,11839268,4.622,3175686,4.677,10051094,4.812,10138426,4.789,42765,4.789,15303895,4.879,11621746,5.035,4742604
,!,MZ009F-Plate1-L030-OD333-T08,MZ009F-Plate1-L030-OD333-T08.d,Sample,,10/18/17 16:30,0.986,3904971,1.053,5478072,1.065,6334073,1.176,3626602,1.165,5139592,1.311,263655,1.188,7988283,1.255,3466754,1.188,2668208,1.68,87152,1.836,34099,1.579,4331700,1.982,7027290,2.049,4388,2.004,1474395,1.971,10578772,2.239,4779402,2.094,28606,2.373,27314,2.474,2421835,2.575,4794735,2.597,6427988,2.91,4824264,2.821,17309042,2.843,10431660,3.134,10298525,3.179,48538,3.179,5212282,3.408,22940608,3.503,1460541,3.548,110766,3.503,3791570,3.626,3724131,3.638,7633254,3.604,7186027,3.604,9880583,3.716,6180,3.649,4099309,3.705,14695469,3.705,24206052,4.018,4994,3.761,1649909,3.738,10100411,3.783,4560984,3.817,4204975,3.772,9119783,3.828,12868419,3.895,12721421,3.861,8762821,3.984,840214,4.029,10289006,4.096,20314204,4.119,173014,4.163,21280283,4.175,13741023,4.219,3660,4.41,10616,4.365,1118799,4.376,11851906,4.432,8662666,4.13,15319,4.443,12141716,4.488,1745080,4.421,293436,4.51,15262553,4.589,347285,4.611,11572377,4.633,2725511,4.678,9863251,4.812,9569587,4.812,7414,4.79,12894395,4.879,11369826,5.036,4137202
!,!,MZ009F-Plate1-L031-OD333-T08,MZ009F-Plate1-L031-OD333-T08.d,Sample,,10/18/17 16:37,0.976,2785507,1.043,3424195,1.065,3749142,1.166,3828769,1.155,5393526,1.3,262225,1.177,7766730,1.244,3394202,1.177,1823076,1.67,112090,2.061,23464,1.58,4619684,1.972,7433350,2.028,4657,1.994,1323985,1.972,10637476,2.229,4867748,2.095,25288,2.363,22744,2.464,1856432,2.565,6554712,2.598,6256084,2.911,4708881,2.822,16878546,2.833,10930177,3.124,10588240,3.191,55955,3.169,5331706,3.403,22611499,3.504,1430708,3.538,125983,3.504,3905670,3.616,3947448,3.639,6808808,3.605,7562440,3.605,10003520,3.918,903,3.639,3893247,3.706,14190409,3.706,27349797,4.019,4737,3.75,1645363,3.728,9999759,3.784,4224562,3.818,3985035,3.762,8721012,3.829,12640146,3.885,12893481,3.862,8356532,3.985,856743,4.019,10059325,4.086,21337749,4.108,147267,4.153,20694260,4.164,13744630,,,4.399,11107,4.355,1178309,4.366,11904571,4.433,9022861,4.187,4745,4.444,12298750,4.478,1546619,4.41,320453,4.5,16749034,4.589,344311,4.601,12161747,4.623,2982893,4.679,10285622,4.802,10265033,5.182,2842,4.791,14704329,4.88,11835676,5.037,4779802
,!,MZ009F-Plate1-L032-OD333-T08,MZ009F-Plate1-L032-OD333-T08.d,Sample,,10/18/17 16:43,0.997,2347510,1.065,2647712,1.076,3602030,1.176,3926754,1.176,5546272,1.311,281203,1.199,7909223,1.255,3380662,1.188,2067944,1.691,32827,2.06,27689,1.579,3616427,1.982,7309832,1.803,14346,2.004,1238972,1.971,8755920,2.239,3826147,2.094,25317,2.374,27859,2.474,2370284,2.575,5918530,2.597,5750284,2.922,4775481,2.821,16696193,2.843,10112083,3.134,10572347,3.19,51190,3.179,5063515,3.403,23118690,3.503,1466343,3.537,89861,3.515,3768585,3.627,3712191,3.649,7172418,3.604,6850249,3.615,10014487,3.716,2492,3.649,4228749,3.705,13464253,3.705,24424287,4.04,6109,3.761,1669279,3.727,10190550,3.783,4616683,3.817,4248398,3.772,8422458,3.828,12426337,3.884,12780757,3.861,7095780,3.985,799156,4.029,10003257,4.096,20805191,4.119,99912,4.152,20323375,4.164,14397462,4.219,9918,4.421,9617,4.365,1111989,4.376,11282333,4.432,8528242,4.186,7236,4.443,11510591,4.488,1734468,4.421,318263,4.51,15592795,4.589,306834,4.611,11036630,4.633,3065647,4.678,9877891,4.812,9579109,4.857,9151,4.79,12979179,4.88,11003196,5.036,4495099
,!,MZ009F-Plate1-L033-OD333-T08,MZ009F-Plate1-L033-OD333-T08.d,Sample,,10/18/17 16:50,0.963,5422251,1.03,5369266,1.064,6000422,1.164,3582436,1.164,4940825,1.31,261752,1.187,7932111,1.243,3540040,1.176,2561564,1.679,52364,2.06,33696,1.578,3199022,1.981,7603975,1.802,14040,2.004,1365231,1.97,10671261,2.239,4597997,2.093,28266,2.362,33522,2.473,2561300,2.574,3317335,2.597,5293949,2.91,4739312,2.82,16515234,2.831,8762008,3.122,10863985,3.189,35109,3.167,4673303,3.402,24034956,3.503,1503089,3.536,87029,3.503,3923155,3.615,3839384,3.637,6742699,3.603,7128319,3.603,10371659,3.715,2178,3.648,3984019,3.704,14034219,3.704,28215073,4.028,4706,3.749,1728045,3.726,10611492,3.782,4537853,3.816,4218469,3.76,7938240,3.827,13272048,3.883,13755828,3.861,7988800,3.984,831906,4.017,10326921,4.084,22017195,4.118,139011,4.152,20839076,4.163,14243072,3.928,10151,4.409,9598,4.353,982110,4.364,12683031,4.431,9323714,4.14,9647,4.442,12153828,4.476,1629298,4.409,312269,4.498,15986704,4.588,311195,4.599,11229011,4.621,2708119,4.677,9217468,4.812,10630014,4.823,30446,4.789,11493403,4.879,10709946,5.035,3979461
!,!,MZ009F-Plate1-L034-OD333-T08,MZ009F-Plate1-L034-OD333-T08.d,Sample,,10/18/17 16:56,0.975,5701154,1.042,5293965,1.064,6016326,1.176,3482354,1.176,4982044,1.31,257282,1.199,7661546,1.254,3327668,1.187,2541427,1.68,32622,1.78,35632,1.579,3763226,1.982,6767085,1.814,15010,2.004,1417554,1.97,10125107,2.239,4590985,2.094,25272,2.373,25921,2.474,1755940,2.575,4725902,2.597,6645013,2.921,4615701,2.821,16548645,2.843,9850197,3.134,10172167,3.19,58395,3.179,5155469,3.407,22819214,3.503,1489391,3.537,78489,3.514,3954076,3.626,3828446,3.649,7387884,3.604,6891893,3.604,9919143,3.704,3881,3.649,4078910,3.716,14194491,3.716,24087050,4.029,3993,3.76,1622569,3.738,10205822,3.783,4344869,3.816,4206385,3.772,9055335,3.828,12229558,3.895,12017948,3.861,7717895,3.984,797985,4.029,10016250,4.096,19573922,4.118,173660,4.152,20194737,4.163,13231584,,,4.42,8979,4.365,1165830,4.365,11559831,4.432,8441957,4.118,14506,4.443,11837673,4.488,1638146,4.409,341282,4.51,15582497,4.588,316714,4.611,11695348,4.633,2943441,4.678,9933321,4.812,9717811,,,4.79,12851193,4.89,11141629,5.036,4339487
,!,MZ009F-Plate1-L035-OD333-T08,MZ009F-Plate1-L035-OD333-T08.d,Sample,,10/18/17 17:03,0.964,3918201,1.031,4634952,1.054,5965876,1.166,3524761,1.154,4843887,1.3,236422,1.188,7111141,1.244,3208115,1.177,2278914,1.68,47622,1.848,25086,1.579,3731677,1.971,6740917,1.803,13282,1.993,1277262,1.971,10072820,2.24,4561085,2.094,25297,2.374,29017,2.474,2140537,2.575,5467959,2.598,6052194,2.911,4409567,2.821,16113498,2.833,10225376,3.123,9748361,3.179,40261,3.168,5232951,3.401,21200099,3.504,1374889,3.537,89697,3.504,3941937,3.616,4020769,3.638,6524700,3.593,7433196,3.604,9904849,3.716,4839,3.638,3738299,3.705,14483899,3.705,26650071,4.03,5190,3.75,1563327,3.727,9857588,3.783,4115120,3.817,3784424,3.761,8611728,3.828,12302308,3.884,12145793,3.851,7410762,3.974,809938,4.018,9260446,4.085,18365958,4.119,242382,4.153,19039715,4.164,11620602,4.589,12271,4.399,9257,4.354,1132212,4.365,11699700,4.432,8369333,4.119,21189,4.432,11483488,4.477,1447528,4.41,313901,4.499,16128437,4.589,331389,4.6,11507272,4.622,2947699,4.678,9742873,4.801,9726254,4.801,11405,4.79,13220695,4.88,11576653,5.036,4674497
!,!,MZ009F-Plate1-L036-OD333-T08,MZ009F-Plate1-L036-OD333-T08.d,Sample,,10/18/17 17:09,0.987,3099333,1.043,5306380,1.065,6854575,1.166,3814205,1.166,5432502,1.312,256717,1.189,8061409,1.256,3778470,1.189,2427013,1.681,68198,1.804,17553,1.58,4529273,1.983,6952603,1.826,20966,2.005,1478673,1.972,10345790,2.24,4554469,2.095,24532,2.374,34713,2.475,2141071,2.576,6332565,2.598,6837512,2.911,4529254,2.822,17048805,2.844,10795279,3.124,10109673,3.202,38697,3.169,5623338,3.407,22375380,3.504,1444971,3.538,88173,3.504,3906684,3.616,3913491,3.639,7530918,3.605,7371971,3.605,9986823,3.706,10586,3.65,4050467,3.706,15086245,3.706,23839118,4.019,6937,3.762,1591746,3.728,9877161,3.784,4468009,3.818,4065120,3.773,9324774,3.829,12539873,3.896,12507547,3.862,7660805,3.985,823475,4.03,9871120,4.097,17110281,4.12,372360,4.164,19665719,4.176,11748373,,,4.411,9515,4.366,1224731,4.377,11274246,4.433,8161593,4.12,25619,4.444,11841554,4.489,1673883,4.411,329804,4.511,15931327,4.59,326979,4.612,12008632,4.634,3190414,4.679,10405830,4.813,9784832,4.847,9198,4.791,13506693,4.88,11853693,5.037,4731023
,!,MZ009F-Plate1-L037-OD333-T08,MZ009F-Plate1-L037-OD333-T08.d,Sample,,10/18/17 17:15,0.975,3154019,1.053,4925386,1.065,7112603,1.165,3918265,1.165,5515624,1.3,255276,1.188,7986212,1.244,3783689,1.176,2707811,1.669,61612,2.06,19687,1.579,4722328,1.982,7494028,2.027,4522,1.993,1463602,1.971,11019684,2.239,4729076,2.094,26833,2.362,35686,2.474,2376732,2.575,5833782,2.608,6096764,2.91,4758071,2.821,17242871,2.832,10827245,3.123,10211015,3.19,39169,3.168,5654413,3.403,22953463,3.503,1511862,3.537,87458,3.503,4096041,3.615,4226511,3.638,6948563,3.604,7665412,3.604,10528655,3.727,3140,3.638,3949897,3.705,14739232,3.705,27359493,4.04,6389,3.75,1596592,3.727,10228297,3.783,4134607,3.817,4068884,3.761,9300526,3.828,12450871,3.884,12837279,3.861,8445523,3.984,850198,4.018,10189710,4.085,19219408,4.108,271516,4.152,20276922,4.163,12054947,4.208,4300,4.41,11048,4.354,1221508,4.365,12509980,4.432,9145106,4.119,16107,4.432,12206900,4.477,1574159,4.41,336515,4.499,17330542,4.589,341065,4.6,11869844,4.622,3265521,4.678,10434993,4.801,10267346,4.7,4516,4.79,14902956,4.879,11954537,5.036,5063503
,!,MZ009F-Plate1-L038-OD333-T08,MZ009F-Plate1-L038-OD333-T08.d,Sample,,10/18/17 17:22,0.998,3088692,1.054,4726926,1.076,5763977,1.177,3957324,1.177,5554924,1.311,252599,1.199,8020774,1.255,3761648,1.188,2683008,1.692,87443,1.837,37069,1.58,4371208,1.983,7147403,2.027,8816,2.005,1506425,1.971,10234761,2.24,4713367,2.106,24490,2.374,22102,2.475,2159824,2.576,6051083,2.598,6471119,2.911,4702954,2.822,16725711,2.844,10128030,3.124,10235481,3.18,54944,3.168,5276665,3.403,22634153,3.504,1466644,3.538,93291,3.504,3711218,3.616,3795593,3.638,7358464,3.605,7043148,3.605,10024227,3.705,3821,3.649,4101702,3.705,14247862,3.705,23952112,4.019,5093,3.75,1690974,3.728,10029511,3.784,4600695,3.817,4131594,3.761,9015876,3.828,12668907,3.884,12589881,3.862,8482937,3.985,800781,4.03,9763360,4.097,19046642,4.119,191465,4.153,20099223,4.164,13329266,4.22,6053,4.421,7077,4.365,1229717,4.365,11548067,4.433,8292822,4.421,4428,4.444,11832274,4.489,1643729,4.41,347629,4.511,15807240,4.589,307118,4.612,11143462,4.623,3263791,4.679,10507122,4.813,9660705,4.858,7464,4.791,14180713,4.88,11504001,5.037,4655188
,!,MZ009F-Plate1-L039-OD333-T08,MZ009F-Plate1-L039-OD333-T08.d,Sample,,10/18/17 17:28,0.975,2543691,1.042,3330865,1.053,5543000,1.154,3737238,1.154,5264644,1.299,237666,1.176,6964861,1.243,3348965,1.176,2031423,1.679,72443,2.06,21807,1.579,3698549,1.97,6756427,1.769,15400,1.993,1220366,1.97,9396080,2.239,4388810,2.082,21226,2.373,27752,2.474,2061299,2.574,5889474,2.608,5634945,2.91,4199499,2.82,14899257,2.832,9485523,3.122,9330802,3.178,32799,3.167,5132983,3.404,20624136,3.503,1337473,3.536,91819,3.503,3860813,3.615,3827478,3.637,6028811,3.604,7396284,3.604,9786335,3.693,4204,3.637,3687896,3.704,13194993,3.704,26279794,4.017,4268,3.749,1550892,3.727,9701836,3.783,4090100,3.816,3635585,3.76,8659971,3.827,11464780,3.883,11537181,3.861,7306297,3.984,787821,4.017,9066087,4.085,19623162,4.107,137985,4.152,18798703,4.163,12514017,4.208,4054,4.409,10286,4.353,1062597,4.364,10996970,4.431,8398858,4.129,2629,4.443,10811404,4.476,1403265,4.409,328165,4.498,15671098,4.588,311420,4.599,10957584,4.622,3070597,4.677,9469255,4.812,9416170,4.801,9650,4.789,13757218,4.879,11036649,5.024,4625747
!,!,MZ009F-Plate1-L040-OD333-T08,MZ009F-Plate1-L040-OD333-T08.d,Sample,,10/18/17 17:35,0.999,2543407,1.055,3631055,1.077,4211215,1.178,4044549,1.178,5695124,1.312,264591,1.2,8187080,1.256,3518530,1.189,2165775,1.681,64437,1.782,22019,1.581,4395413,1.983,7010482,1.804,14483,2.006,1342853,1.972,9803523,2.241,4248489,2.095,24175,2.364,29155,2.476,2263540,2.565,6045009,2.599,5732264,2.912,4678942,2.822,11887838,2.834,10183260,3.124,10301814,3.18,65597,3.169,4806603,3.407,22983801,3.505,1480023,3.538,119520,3.505,3630431,3.617,3689861,3.639,6806179,3.606,6958165,3.606,10148240,3.729,3369,3.65,4223566,3.706,13389318,3.706,24294621,4.019,4766,3.751,1680994,3.729,10346774,3.785,4515902,3.818,4170617,3.762,8691997,3.829,12108220,3.885,12413165,3.863,7639826,3.986,776155,4.031,9957791,4.098,20939525,4.12,99310,4.154,20337679,4.165,13491423,,,4.355,2171,4.366,1105100,4.366,10915125,4.433,8588107,4.131,2507,4.445,11211980,4.489,1653658,4.411,352329,4.512,15668178,4.59,315186,4.612,11086233,4.624,3434781,4.679,9675841,4.814,9660695,4.993,3931,4.791,13860517,4.881,11309819,5.037,4416575
!,!,MZ009F-Plate1-L041-OD333-T08,MZ009F-Plate1-L041-OD333-T08.d,Sample,,10/18/17 17:41,0.974,5919256,1.041,5764251,1.064,6510774,1.164,3682899,1.164,5066768,1.31,278611,1.187,8809268,1.243,3796793,1.176,3061286,1.679,109070,1.824,40194,1.578,4120594,1.981,8499228,2.026,8265,2.003,1365229,1.97,11108840,2.238,4492826,2.093,28328,2.373,25035,2.473,2162676,2.574,3795227,2.596,5695347,2.91,5257970,2.82,18019298,2.831,9194206,3.122,11801611,3.2,47363,3.167,4466554,3.402,24818099,3.503,1539274,3.536,148674,3.503,3846316,3.614,3833864,3.637,7285972,3.603,7082818,3.603,10348121,3.737,1926,3.648,4061299,3.704,14267984,3.704,28114862,4.017,5651,3.749,1707093,3.726,10736494,3.782,4531965,3.816,4517898,3.771,7890458,3.827,13781642,3.883,14679427,3.861,8120396,3.984,865236,4.017,11331944,4.084,22200675,4.107,214766,4.151,22008468,4.163,13948060,,,4.409,11462,4.353,1032174,4.364,13307632,4.431,10025332,4.107,3819,4.442,13278889,4.476,1886280,4.409,330854,4.498,17687264,4.588,328485,4.599,11990538,4.621,3198617,4.677,9710952,4.811,11613990,4.677,1907,4.789,11977659,4.879,11236132,5.035,4169312
,!,MZ009F-Plate1-L042-OD333-T08,MZ009F-Plate1-L042-OD333-T08.d,Sample,,10/18/17 17:48,0.975,5640460,1.053,5711620,1.064,5869352,1.176,3465593,1.176,4807069,1.31,257579,1.199,8306810,1.255,3535158,1.187,2774793,1.691,62491,1.847,33765,1.59,4258814,1.982,6939935,1.814,17309,2.004,1330674,1.971,10421690,2.239,4294333,2.105,26316,2.373,29767,2.474,2273321,2.575,4392884,2.597,6157605,2.91,4945032,2.821,17028454,2.843,9364021,3.123,10745754,3.19,72747,3.179,4657801,3.402,23676946,3.503,1499329,3.537,103871,3.503,3569153,3.615,3738217,3.637,7484101,3.604,6841887,3.604,10244944,3.962,531,3.649,4204398,3.705,14062781,3.705,24138221,4.029,4694,3.76,1600777,3.727,10446927,3.783,4712668,3.816,4435600,3.772,8643330,3.828,12751041,3.884,13120159,3.861,8108503,3.984,803325,4.029,10723569,4.096,18807904,4.13,308977,4.163,20362595,4.174,12963388,4.219,2793,4.409,11215,4.365,1162244,4.376,11702473,4.432,8964911,4.13,22895,4.443,12135074,4.488,1806908,4.409,340143,4.51,16388089,4.588,325097,4.611,11906590,4.633,3276118,4.678,10266469,4.812,10408281,4.779,4448,4.79,13092398,4.879,11371301,5.036,4212791
!,!,MZ009F-Plate1-L043-OD333-T08,MZ009F-Plate1-L043-OD333-T08.d,Sample,,10/18/17 17:54,0.987,2390325,1.054,3136674,1.065,3541973,1.166,3659587,1.166,5337795,1.311,235128,1.188,6972582,1.244,3234776,1.188,2041012,1.982,17887,2.061,25655,1.58,4266435,1.971,6731120,1.803,14239,1.994,1258125,1.971,10166850,2.24,4387845,2.083,22973,2.363,29195,2.475,2099450,2.575,7120088,2.598,6124328,2.911,4182593,2.821,15793922,2.833,10362733,3.123,9506926,3.202,37865,3.168,5151106,3.403,21275625,3.504,1344049,3.526,25475,3.504,3891568,3.616,3882459,3.638,6231652,3.593,7373835,3.605,9913195,3.705,8061,3.638,3760066,3.705,13712099,3.705,26431291,4.007,6422,3.75,1533130,3.728,9655019,3.784,4192651,3.817,3734669,3.761,8743120,3.828,11995985,3.884,11928080,3.862,7160529,3.985,772665,4.019,9213275,4.086,16176403,4.108,386850,4.153,17464678,4.164,9647747,,,4.421,11331,4.354,1090191,4.365,11028051,4.432,8471463,4.108,21033,4.444,11020150,4.477,1423990,4.41,335299,4.5,16991742,4.589,312887,4.6,11435251,4.623,3361785,4.679,10105062,4.802,9838142,4.802,8256,4.779,14912087,4.88,11771384,5.037,4986018
!,!,MZ009F-Plate1-L044-OD333-T08,MZ009F-Plate1-L044-OD333-T08.d,Sample,,10/18/17 18:01,0.999,2045774,1.077,3150148,1.077,3532416,1.178,3446992,1.178,4918540,1.323,228469,1.2,6907372,1.256,2829948,1.189,2019248,1.681,53511,1.849,47760,1.58,3494334,1.983,6156650,1.815,14235,2.006,1231202,1.972,9101101,2.241,4349418,2.106,21693,2.375,20569,2.475,1950180,2.576,5735617,2.598,5912553,2.912,4155715,2.822,14810798,2.845,9302549,3.124,9061301,3.191,39610,3.169,5060380,3.404,19986826,3.505,1297895,3.538,98655,3.505,3602004,3.617,3592582,3.639,6654017,3.605,6814381,3.605,9399048,3.706,2429,3.65,3735180,3.706,13318460,3.706,23113979,4.053,5745,3.751,1578013,3.728,9366595,3.784,4237181,3.818,3657658,3.762,8291105,3.829,11322557,3.885,11192615,3.863,6598084,3.986,739795,4.019,8610613,4.086,15900511,4.12,301420,4.154,17176717,4.165,11184708,,,4.411,10254,4.366,989251,4.366,10071723,4.433,7339626,4.12,20333,4.444,10362095,4.478,1452798,4.411,318889,4.512,14087420,4.59,276162,4.612,10061159,4.623,2998833,4.679,8999196,4.814,8767689,4.825,7464,4.791,11891992,4.881,10103871,5.037,4154850
,!,MZ009F-Plate1-L045-OD333-T08,MZ009F-Plate1-L045-OD333-T08.d,Sample,,10/18/17 18:07,0.975,2663260,1.043,3227696,1.054,4112025,1.154,3669022,1.154,5086165,1.3,242909,1.177,7126805,1.244,3107106,1.177,2140298,1.669,61179,2.049,33430,1.58,3818242,1.971,6670375,1.792,14771,1.993,1214676,1.971,9823518,2.228,4475135,2.083,25133,2.374,32810,2.463,1848603,2.564,5715932,2.598,5863936,2.911,4339130,2.821,16009477,2.832,10080747,3.123,9663976,3.179,59072,3.168,5206981,3.403,20923662,3.504,1342312,3.537,84139,3.504,3766959,3.616,3916453,3.638,6524419,3.593,7247033,3.61,9695878,3.739,2190,3.638,3619626,3.705,13866994,3.705,26021043,4.03,6947,3.75,1534646,3.727,9591190,3.783,4055784,3.817,3793193,3.761,8135616,3.828,11879817,3.884,11993188,3.851,7670885,3.985,796583,4.018,9275071,4.085,17237542,4.119,317602,4.153,18378654,4.164,10631674,4.589,3169,4.41,11006,4.354,1068870,4.365,11228719,4.432,8485809,4.119,21952,4.432,11602283,4.477,1431722,4.41,312257,4.499,15951463,4.589,311849,4.6,10973374,4.622,3124421,4.667,9705340,4.801,9499414,4.835,9847,4.779,13610797,4.88,11036635,5.025,4645386
!,!,MZ009F-Plate1-L046-OD333-T08,MZ009F-Plate1-L046-OD333-T08.d,Sample,,10/18/17 18:13,0.976,2238358,1.043,3270680,1.065,3487686,1.166,3724402,1.166,5301960,1.3,262371,1.188,7382596,1.244,3221954,1.188,1942499,1.681,74117,2.061,25875,1.58,4167206,1.972,6580110,1.781,18536,1.994,1310480,1.972,9846604,2.24,4603584,2.095,25046,2.374,26738,2.475,2101273,2.565,6337407,2.598,6343777,2.911,4410460,2.822,15960272,2.844,10265350,3.124,9893273,3.213,34272,3.169,5177165,3.415,21303501,3.504,1370997,3.538,108659,3.504,3639408,3.616,3670080,3.638,6968114,3.605,6709022,3.614,9455658,3.694,2181,3.65,3918359,3.706,13654139,3.706,23449187,4.03,5596,3.75,1571598,3.728,9614225,3.784,4403112,3.817,3985169,3.773,8792209,3.829,11786732,3.885,11802989,3.862,7952322,3.985,758639,4.03,9544909,4.097,17947883,4.12,247706,4.153,18887728,4.164,12328016,,,4.422,11364,4.366,1107073,4.377,10695087,4.433,7960531,4.12,15830,4.444,11088046,4.489,1600984,4.41,320922,4.511,15226495,4.589,309991,4.612,10769262,4.623,3296442,4.679,9888717,4.813,9082900,4.858,7768,4.791,13331339,4.88,10711761,5.037,4331874
!,!,MZ009F-Plate1-L047-OD333-T08,MZ009F-Plate1-L047-OD333-T08.d,Sample,,10/18/17 18:20,0.975,2283501,1.031,2942300,1.064,3466935,1.165,3459260,1.154,4929742,1.299,216783,1.176,6695353,1.243,2903110,1.176,1652365,1.68,76914,2.06,26301,1.579,3598940,1.971,6419395,1.803,13738,1.993,1160688,1.971,9494958,2.239,4381411,2.082,24510,2.362,28240,2.474,1866630,2.575,5391591,2.597,5372844,2.91,4005265,2.821,14556173,2.832,9193488,3.123,8929539,3.19,55072,3.168,4728632,3.403,19705455,3.503,1279841,3.537,110691,3.503,3640551,3.615,3738877,3.637,6031820,3.604,6948832,3.604,9357366,3.693,8172,3.637,3457684,3.705,12685490,3.705,25858289,4.018,3324,3.749,1430653,3.727,9514312,3.783,3738319,3.816,3533066,3.761,8126229,3.816,10893838,3.884,11017749,3.861,7325191,3.984,755477,4.018,8677797,4.085,17920186,4.119,202217,4.152,17201404,4.163,11402610,,,4.409,10472,4.354,997704,4.365,10583475,4.432,7994218,4.141,9435,4.432,10440089,4.477,1354352,4.398,290696,4.499,14906660,4.588,293486,4.6,10170834,4.622,2930599,4.678,8864685,4.801,8857476,4.767,7769,4.79,12726136,4.879,10120945,5.036,4365876
