ID;MV01;MV02;MV03;MV04;MV05;MV06;MV07;MV08;MV09;MV10;MV11;MV12;MV13;MV14;MV15;MV16;MV17;MV18;MV19;MV20;MV21;MV22;MV23;MV24;MV25;MV26;MV27;MV28
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified;13.1897;0.77177;2.06358;0;0;1.42288;3.07562;1.45822;0;0.68429;0.43774;1.26184;0.03341;0.18795;0;6.01661;0;0.93592;0;2.94758;0;1.74432;1.44684;0.61642;0.78917;0.00415;0.59521;0.63645
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified;0;0;0;0;0.50306;0;0;0.42027;0.73318;0;0;0;0.31698;0;0;0.832;0;0;0.16898;0;0.39977;0;0;0;1.0282;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00017;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00017;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_bennonis|t__GCF_000375645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00017;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae;0.00781;0.28456;0.00868;0;0;0;0;0.07372;0.43949;0.12655;0.47459;0;0.2306;3.52101;0.00013;1.16439;0;3.96234;0;3.63637;0.29964;1.74258;0.00037;0.43105;0.32489;0.00426;1.77489;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella;0;0;0.00417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_unclassified;0;0;0.00417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella;0.00214;0.28456;0;0;0;0;0;0.07372;0.43949;0.01511;0.47459;0;0.2306;1.01481;0;1.11398;0;0;0;0.16275;0.29964;1.72337;0;0.42714;0.03102;0;1.72776;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara;0;0.06568;0;0;0;0;0;0.019;0.13504;0.00182;0;0;0.08826;0.27644;0;0.53689;0;0;0;0.07455;0;0.37236;0;0;0;0;0.33778;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara|t__GCF_000233955;0;0.06568;0;0;0;0;0;0.019;0.13504;0.00182;0;0;0.08826;0.27644;0;0.53689;0;0;0;0.07455;0;0.37236;0;0;0;0;0.33778;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_unclassified;0.00214;0.21477;0;0;0;0;0;0.05126;0.28905;0.01328;0.19725;0;0.12598;0.70884;0;0.48342;0;0;0;0.07274;0.06755;1.19976;0;0.14042;0.01325;0;1.2688;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila;0;0.0041;0;0;0;0;0;0.00346;0.0154;0;0.27734;0;0.01635;0.02953;0;0.09366;0;0;0;0.01547;0.23209;0.15125;0;0.28672;0.01776;0;0.12118;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila|t__GCF_000205165;0;0.0041;0;0;0;0;0;0.00346;0.0154;0;0.27734;0;0.01635;0.02953;0;0.09366;0;0;0;0.01547;0.23209;0.15125;0;0.28672;0.01776;0;0.12118;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella;0.00566;0;0.00452;0;0;0;0;0;0;0.11144;0;0;0;2.5062;0.00013;0.05042;0;3.96234;0;3.47361;0;0.01921;0.00037;0.0039;0.29387;0.00426;0.04713;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia;0.00566;0;0.00452;0;0;0;0;0;0;0;0;0;0;0;0.00013;0;0;0;0;0;0;0;0;0.0039;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia|t__Prevotella_bivia_unclassified;0.00566;0;0.00452;0;0;0;0;0;0;0;0;0;0;0;0.00013;0;0;0;0;0;0;0;0;0.0039;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00037;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis|t__GCF_000177075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00037;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri;0;0;0;0;0;0;0;0;0;0.11144;0;0;0;2.5062;0;0.05042;0;3.96234;0;3.43854;0;0;0;0;0.29387;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri|t__GCF_000157935;0;0;0;0;0;0;0;0;0;0.11144;0;0;0;2.5062;0;0.05042;0;3.96234;0;3.43854;0;0;0;0;0.29387;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03508;0;0.01921;0;0;0;0;0.04713;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea|t__GCF_000235885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03508;0;0.01921;0;0;0;0;0.04713;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00426;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_timonensis|t__GCF_000177055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00426;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae;0.7486;0.53031;0.64665;1.09383;0;0;1.75602;2.51978;0.24759;0.2524;1.1402;0.87523;0;0.3049;0.85034;3.17824;0;0.40209;0;0.68529;0.36828;0.19338;0.11342;0.4227;5.61339;0.15451;0.17832;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes;0.7486;0.53031;0.64665;1.09383;0;0;1.75602;2.51978;0.24759;0.2524;1.1402;0.87523;0;0.3049;0.85034;3.17824;0;0.40209;0;0.68529;0.36828;0.19338;0.11342;0.4227;5.61339;0.15451;0.17832;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii;0.00937;0.00689;0.04662;0.15516;0;0;0.4931;0.11723;0;0.00317;0.07517;0.01769;0;0;0.08918;0.41668;0;0;0;0.05935;0.04212;0;0.0073;0.02966;0.98521;0.00075;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365;0.00937;0.00689;0.04662;0.15516;0;0;0.4931;0.11723;0;0.00317;0.07517;0.01769;0;0;0.08918;0.41668;0;0;0;0.05935;0.04212;0;0.0073;0.02966;0.98521;0.00075;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus;0.05566;0.00538;0;0;0;0;0.00165;0;0;0.01603;0;0;0;0.00375;0;0.44873;0;0;0;0.03204;0;0;0.00693;0;0.18133;0.00609;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus|t__GCF_000231275;0.05566;0.00538;0;0;0;0;0.00165;0;0;0.01603;0;0;0;0.00375;0;0.44873;0;0;0;0.03204;0;0;0.00693;0;0.18133;0.00609;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii;0.02152;0.03854;0.21305;0.32923;0;0;0.09509;1.16652;0;0.16538;0.40187;0.28288;0;0.00141;0.38287;1.68989;0;0.00248;0;0.02289;0.005;0;0.00295;0.23659;0;0.02984;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii|t__GCF_000374505;0.02152;0.03854;0.21305;0.32923;0;0;0.09509;1.16652;0;0.16538;0.40187;0.28288;0;0.00141;0.38287;1.68989;0;0.00248;0;0.02289;0.005;0;0.00295;0.23659;0;0.02984;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis;0.22685;0.25533;0.0044;0.37011;0;0;0;1.23603;0;0.00269;0.23974;0;0;0.0247;0.18194;0;0;0.19926;0;0.29788;0.03833;0;0;0.01404;0.17853;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__GCF_000154465;0.22685;0.25533;0.0044;0.37011;0;0;0;1.23603;0;0.00269;0.23974;0;0;0.0247;0.18194;0;0;0.19926;0;0.29788;0.03833;0;0;0.01404;0.17853;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis;0.0023;0.00086;0.04226;0;0;0;0.00398;0;0.06518;0;0;0;0;0.00038;0;0.01017;0;0.01111;0;0.0187;0.01105;0;0.00112;0.0058;0.35541;0.00469;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_senegalensis|t__GCF_000312145;0.0023;0.00086;0.04226;0;0;0;0.00398;0;0.06518;0;0;0;0;0.00038;0;0.01017;0;0.01111;0;0.0187;0.01105;0;0.00112;0.0058;0.35541;0.00469;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii;0.41146;0.22331;0.33706;0;0;0;1.1622;0;0;0.06514;0;0.30133;0;0.27466;0.18017;0.61277;0;0.18924;0;0.25444;0.27179;0.19338;0.06191;0.07747;3.90367;0.11314;0.17832;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575;0.41146;0.22331;0.33706;0;0;0;1.1622;0;0;0.06514;0;0.30133;0;0.27466;0.18017;0.61277;0;0.18924;0;0.25444;0.27179;0.19338;0.06191;0.07747;3.90367;0.11314;0.17832;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11;0;0;0;0.23933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_AP11|t__GCF_000321205;0;0;0;0.23933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_HGB5;0;0;0;0;0;0;0;0;0;0;0.42341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_HGB5|t__GCF_000183485;0;0;0;0;0;0;0;0;0;0;0.42341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_unclassified;0.02145;0;0.00326;0;0;0;0;0;0.1824;0;0;0.27333;0;0;0.01618;0;0;0;0;0;0;0;0.0332;0.05914;0.00924;0;0;0
k__Bacteria|p__Firmicutes;32.36235;56.08659;67.3385;37.02102;83.08586;19.18833;43.3262;55.42619;75.06172;24.10866;53.37511;42.58602;23.14984;56.98959;57.82611;51.28974;75.44834;65.45004;75.44767;64.7705;87.20028;40.14486;66.90828;81.67221;60.92344;51.02358;44.87325;55.81869
k__Bacteria|p__Firmicutes|c__Bacilli;5.11446;0.02348;29.51416;1.03113;58.98683;0.88505;0.03672;7.61791;1.56774;2.78056;9.45656;1.96983;0.4727;2.48132;38.19383;0.08989;60.21109;31.67861;59.48774;13.51872;44.71021;3.0893;2.01457;32.22329;3.00867;0.61024;5.27154;9.19311
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales;0;0;0;0;0;0;0;0;0;0.01293;0;0.00253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname;0;0;0;0;0;0;0;0;0;0;0;0.00253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella;0;0;0;0;0;0;0;0;0;0;0;0.00253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_morbillorum;0;0;0;0;0;0;0;0;0;0;0;0.00253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname|g__Gemella|s__Gemella_morbillorum|t__GCF_000185645;0;0;0;0;0;0;0;0;0;0;0;0.00253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae;0;0;0;0;0;0;0;0;0;0.01293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus;0;0;0;0;0;0;0;0;0;0.01293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus;0;0;0;0;0;0;0;0;0;0.01293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus|t__Staphylococcus_aureus_unclassified;0;0;0;0;0;0;0;0;0;0.01293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales;5.11446;0.02348;29.51416;1.03113;58.98683;0.88505;0.03672;7.61791;1.56774;2.76763;9.45656;1.96729;0.4727;2.48132;38.19383;0.08989;60.21109;31.67861;59.48774;13.51872;44.71021;3.0893;2.01457;32.22329;3.00867;0.61024;5.27154;9.19311
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Facklamia|s__Facklamia_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae;0;0;0;0;0.00189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella;0;0;0;0;0.00189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_unclassified;0;0;0;0;0.00189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae;0;0.00156;0;0.97216;16.76477;0.78638;0;6.83195;0;0.55921;0;0.12956;0;0.00093;0;0.00111;1.03357;20.57993;4.35267;0;0.06479;0.17285;0;16.51551;0;0.57285;0.00532;9.19311
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus;0;0.00156;0;0.97216;16.76477;0.78638;0;6.83195;0;0.55921;0;0.12956;0;0.00093;0;0.00111;1.03357;20.57993;4.35267;0;0.06479;0.17285;0;16.51551;0;0.57285;0.00532;9.19311
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_asini;0;0;0;0;0.32887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_asini|t__Enterococcus_asini_unclassified;0;0;0;0;0.32887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium;0;0;0;0;3.56522;0.58008;0;0;0;0;0;0;0;0;0;0;0.00027;0;2.175;0;0;0.08121;0;0;0;0;0.00532;0.052
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium|t__Enterococcus_avium_unclassified;0;0;0;0;3.56522;0.58008;0;0;0;0;0;0;0;0;0;0;0.00027;0;2.175;0;0;0.08121;0;0;0;0;0.00532;0.052
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25007
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus|t__Enterococcus_casseliflavus_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25007
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03398;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans|t__Enterococcus_durans_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03398;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis;0;0;0;0.969;2.59581;0;0;0;0;0.55921;0;0.01157;0;0;0;0;0.69945;0.2475;0.03802;0;0;0.00939;0;0.96943;0;0.02422;0;0.00203
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis|t__Enterococcus_faecalis_unclassified;0;0;0;0.969;2.59581;0;0;0;0;0.55921;0;0.01157;0;0;0;0;0.69945;0.2475;0.03802;0;0;0.00939;0;0.96943;0;0.02422;0;0.00203
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium;0;0.00156;0;0.00316;9.70913;0.2063;0;6.83195;0;0;0;0.118;0;0.00093;0;0.00111;0.33386;20.33243;1.78496;0;0.06479;0.08225;0;15.54608;0;0.48603;0;8.88902
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium|t__Enterococcus_faecium_unclassified;0;0.00156;0;0.00316;9.70913;0.2063;0;6.83195;0;0;0;0.118;0;0.00093;0;0.00111;0.33386;20.33243;1.78496;0;0.06479;0.08225;0;15.54608;0;0.48603;0;8.88902
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum;0;0;0;0;0.56573;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3207;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum|t__GCF_000157255;0;0;0;0;0.56573;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3207;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01116;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae|t__Enterococcus_hirae_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01116;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_mundtii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05143;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_mundtii|t__Enterococcus_mundtii_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05143;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae;0;0.0002;28.83627;0.00087;0;0;0;0.00126;0;1.3098;9.36635;0.0016;0.00942;0;36.51969;0.07086;0.11903;10.89311;0;13.38698;0;1.5753;2.00766;10.63119;2.00766;0;5.25888;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus;0;0.0002;28.83627;0.00087;0;0;0;0.00126;0;1.3098;9.36635;0.0016;0.00942;0;36.51969;0.00453;0;10.89311;0;13.38698;0;1.5753;2.00766;10.63119;2.00766;0;5.25888;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus;0;0;0.01816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11351;0.00082;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_acidophilus|t__Lactobacillus_acidophilus_unclassified;0;0;0.01816;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11351;0.00082;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_antri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00031;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_antri|t__GCF_000160835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00031;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei;0;0;0;0;0;0;0;0;0;0.00129;0.00228;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0026;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_casei_paracasei|t__Lactobacillus_casei_paracasei_unclassified;0;0;0;0;0;0;0;0;0;0.00129;0.00228;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0026;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus;0;0;0.00078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07856;0;0.00116;0;0;0;0;0.01478;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus|t__Lactobacillus_crispatus_unclassified;0;0;0.00078;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07856;0;0.00116;0;0;0;0;0.01478;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum;0;0;0.01577;0;0;0;0;0;0;0.02358;0;0;0.00942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
