Index;MZ;RT;ParentDrug;GoodFilter;FilterNoisyT0;FilterNoisyT12;FilterDifferentMassDefect;FilterLikelyDrugFragment;FilterLikelyDrugMetaboliteFragment;PotentialFragments;IonSpectrum;LeadingMZ;DrugMassFlag;DrugMassDelta;DrugMassDeltaSmoothed;DrugConsumedFlag;NumberOfDrugs;NumberOfIncreasedT12vsT0
4749;525.245;0.626;LOXAPINE SUCCINATE;1;0;0;0;0;0;;(526.252, 2741.2)(527.2553, 2186.23)(528.2324, 6324.21)(529.2367, 1705.52);528.232;0;198.131;198.131;0;1;0
5063;570.664;4.484;LOXAPINE SUCCINATE;0;0;0;1;0;0;;(593.6497, 1004.66)(571.6716, 6424.86);571.672;0;243.550;243.550;0;1;0
5095;575.153;4.181;LOXAPINE SUCCINATE;1;0;0;0;0;0;;(576.16, 7900.13)(577.1627, 2494.57)(578.1605, 2501.39);576.160;0;248.039;248.039;0;1;0
5844;746.382;4.102;LOXAPINE SUCCINATE;0;1;1;1;0;0;;(769.3797, 7437.99)(770.384, 3861.36)(771.3838, 1593.83)(772.3953, 767.38)(747.3886, 14384.68)(748.3937, 6204.0)(749.3935, 7857.76)(750.388, 1055.62)(751.4056, 13827.02)(752.4108, 1956.63)(753.416, 2581.59);747.389;0;419.268;419.268;0;1;0
5845;746.390;4.171;LOXAPINE SUCCINATE;0;0;0;1;0;0;;(769.3801, 8528.98)(770.3839, 4004.63)(771.3864, 1362.46)(772.3946, 536.4)(747.3974, 16079.02)(748.4028, 8499.34)(749.4055, 2788.77);747.397;0;419.276;419.276;0;1;0
5882;760.913;3.576;LOXAPINE SUCCINATE;0;1;0;1;0;0;;(783.9094, 1306.2)(761.9201, 6508.92)(762.9172, 1385.96)(763.8981, 1669.97);761.920;0;433.799;433.799;0;1;1
6007;821.465;3.902;LOXAPINE SUCCINATE;0;0;0;1;0;0;;(822.4715, 6712.1)(823.4752, 5636.05)(824.4675, 3636.42)(825.4763, 1168.88);822.471;0;494.351;494.351;0;2;1
6062;849.984;3.782;LOXAPINE SUCCINATE;0;1;1;1;0;0;;(850.9914, 93848.64)(851.9949, 35945.78)(852.9967, 4809.56);850.991;0;522.870;522.870;0;1;4
6087;868.419;4.145;LOXAPINE SUCCINATE;0;0;0;1;0;0;;(891.4089, 8257.22)(892.4114, 4471.35)(893.4189, 1394.08)(869.4258, 9364.52)(870.4299, 4494.76)(871.433, 2058.53)(872.436, 571.82);869.426;0;541.305;541.305;0;1;0
599;190.070;0.357;MEBENDAZOLE;0;1;0;0;0;0;;(191.0769, 39814.54)(192.0805, 2034.31)(193.0806, 395.22);191.077;0;-105.026;-105.026;1;3;1
783;210.080;3.929;MEBENDAZOLE;0;0;1;0;0;0;;(211.0878, 7049.38)(212.0931, 1339.92);211.088;0;-85.016;-85.016;1;2;0
851;218.009;0.411;MEBENDAZOLE;0;0;1;0;0;0;;(219.0172, 641901.3)(220.0211, 39228.58)(221.0167, 51030.52)(222.0227, 11600.1)(437.0214, 3583.62);219.017;0;-77.086;-77.086;1;1;0
1239;250.133;1.203;MEBENDAZOLE;0;1;1;0;0;0;;(251.1435, 16161.47)(252.154, 7742.24)(539.2276, 11147.87)(540.2313, 4004.88)(541.2332, 2887.69);251.143;0;-44.962;-44.962;1;2;1
1376;263.070;3.574;MEBENDAZOLE;0;0;0;0;1;1;;(264.077, 10252.39)(265.0811, 1731.53)(266.0826, 434.85);264.077;0;-32.026;-32.026;1;1;0
1741;291.094;0.697;MEBENDAZOLE;0;1;1;0;0;0;;(314.0856, 8644.17)(315.0908, 1762.17)(292.1007, 3307.19)(293.1089, 1537.66)(330.0585, 14941.27)(331.0564, 1920.84)(332.0558, 2636.66)(583.19, 445.36);330.058;0;-4.002;-4.001;1;1;1
1791;295.096;3.581;MEBENDAZOLE;1;0;0;0;0;0;[[1376],263.070,3.574][[1978],309.112,3.645];(591.2007, 398.42)(629.1521, 989.66)(318.0848, 4335.37)(319.0889, 732.9)(296.1037, 821102.9)(297.1068, 133736.44)(298.109, 14714.72)(299.1106, 1614.45);296.104;1;0.001;0.000;1;1;0
1978;309.112;3.645;MEBENDAZOLE;0;0;0;0;1;1;;(619.2393, 469.4)(332.1054, 1061.0)(310.1191, 13946.68)(311.1225, 2608.33)(312.1277, 553.93);310.119;0;14.016;14.015;1;2;0
1989;310.062;2.355;MEBENDAZOLE;0;1;1;0;0;0;;(311.0727, 10089.0)(312.0761, 1560.27)(313.074, 843.54)(659.0822, 606.52);311.073;0;14.966;14.966;1;1;1
3337;396.238;0.409;MEBENDAZOLE;1;0;0;0;0;0;;(419.2262, 1688.84)(397.2445, 6100.23)(398.2467, 1469.16);397.245;0;101.142;101.142;1;1;0
3438;404.170;2.054;MEBENDAZOLE;0;0;1;0;0;0;;(831.3339, 506.57)(405.1779, 6462.33)(406.173, 1525.69)(809.3441, 754.91);405.178;0;109.074;109.074;1;1;1
3899;440.267;2.028;MEBENDAZOLE;0;1;1;0;0;0;;(441.2741, 9903.64)(881.5443, 593.82);441.274;0;145.171;145.171;1;1;0
4685;516.256;1.344;MEBENDAZOLE;0;1;1;0;0;0;;(539.2453, 7462.43)(540.2503, 2340.83)(541.2486, 613.09)(517.2589, 6066.78)(518.2519, 1309.18)(519.265, 17452.15);519.265;0;221.160;221.160;1;3;2
215;147.054;0.965;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;1;0;0;0;;(148.0577, 40619.8)(149.06, 2235.64)(186.0192, 798.55)(295.1155, 19196.1);148.058;0;-129.109;-129.109;0;2;0
613;191.925;0.673;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;0;1;0;0;;(192.9325, 15567.14)(193.9337, 1.06)(194.9348, 1452.92)(195.9309, 1.06)(196.9271, 1039.21)(197.938, 1.06)(198.949, 203.51);192.933;0;-84.237;-84.237;0;1;0
974;228.141;4.076;MEBHYDROLIN NAPHTHALENESULFONATE;1;0;0;0;0;0;;(229.1473, 5799.51)(230.1418, 1593.17);229.147;0;-48.022;-48.021;0;1;0
1026;233.121;2.752;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;0;0;1;1;;(234.1284, 862080.25)(235.1314, 139451.2)(236.1346, 11743.28)(237.1399, 379.84);234.128;0;-43.041;-43.042;0;1;0
1135;242.097;0.484;MEBHYDROLIN NAPHTHALENESULFONATE;1;0;0;0;0;0;;(265.0851, 7628.09)(243.1086, 5601.93)(281.0662, 1889.23);265.085;0;-34.066;-34.066;0;1;0
1264;253.069;0.726;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;1;0;0;0;;(254.0762, 6586.72)(255.0792, 1585.12)(507.1509, 1288.76);254.076;0;-23.093;-23.093;0;1;1
1294;255.091;2.932;MEBHYDROLIN NAPHTHALENESULFONATE;1;0;0;0;0;0;;(278.0843, 735.7)(256.0983, 21353.44)(257.1014, 3859.69)(258.0973, 1781.04);256.098;0;-21.072;-21.072;0;1;0
1370;262.132;1.985;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;0;0;0;0;;(285.1237, 6199.82)(286.1341, 1547.84)(263.1393, 63446.45)(264.1426, 21827.33)(265.1446, 2063.53);263.139;0;-14.030;-14.030;0;1;1
1512;274.147;2.587;MEBHYDROLIN NAPHTHALENESULFONATE;1;0;0;0;0;0;;(275.1548, 61146.7)(276.1582, 12493.61);275.155;0;-2.015;-2.015;0;1;3
1551;276.163;2.749;MEBHYDROLIN NAPHTHALENESULFONATE;1;0;0;0;0;0;[[1026],233.121,2.752][[4665],513.770,2.693][[5742],707.312,2.701];(299.1516, 2433.04)(300.1535, 745.88)(277.1706, 329802.06)(278.1736, 64245.44)(279.1765, 5895.12);277.171;1;0.001;0.000;0;1;0
1689;287.188;1.476;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;1;0;0;0;;(288.1934, 14417.29)(289.192, 2775.01);288.193;0;11.025;11.025;0;1;0
1839;298.110;1.189;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;1;0;0;0;;(299.1167, 18231.45)(300.1204, 6495.36)(301.1184, 8676.2)(635.1858, 486.27)(597.2304, 1199.85);299.117;0;21.947;21.947;0;1;0
2968;371.866;1.903;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;0;1;0;0;;(372.8733, 5261.54)(373.886, 1203.14)(374.8701, 5920.59);374.870;0;95.703;95.703;0;1;0
3318;394.688;2.375;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;0;1;0;0;;(812.3647, 1098.13)(813.3693, 868.17)(814.3696, 457.42)(395.6947, 18187.66)(828.3353, 429.46);395.695;0;118.525;118.525;0;1;0
4113;458.187;2.443;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;1;0;0;0;;(939.3714, 527.35)(459.1884, 7909.79)(460.1953, 1355.84)(497.1472, 1085.14);459.188;0;182.025;182.025;0;1;0
4197;466.774;3.867;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;1;1;0;0;;(956.5444, 468.13)(467.7816, 6588.56)(468.7709, 5791.32)(469.7672, 1785.8)(972.511, 429.47)(934.5473, 476.68)(935.5415, 341.72);467.782;0;190.612;190.612;0;1;0
4319;479.256;2.471;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;1;0;0;0;;(480.2634, 30738.2)(481.2614, 27256.15)(997.4793, 666.94)(959.5157, 7899.55)(960.5163, 3542.28)(961.5127, 2268.94);480.263;0;203.093;203.093;0;2;1
4665;513.770;2.693;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;1;1;1;1;;(514.7771, 10227.55)(515.784, 5844.09)(516.776, 4623.26);514.777;0;237.607;237.607;0;1;1
5208;590.333;3.367;MEBHYDROLIN NAPHTHALENESULFONATE;0;1;1;0;0;0;;(591.341, 11987.23)(592.3297, 4342.71);591.341;0;314.171;314.171;0;1;1
5574;658.282;1.420;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;1;0;0;0;;(681.2796, 1881.4)(659.2889, 9538.98)(660.3075, 3579.7)(661.303, 1132.76)(697.2505, 679.5)(698.2534, 551.32);659.289;0;382.120;382.120;0;1;0
5742;707.312;2.701;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;0;0;1;1;;(708.3196, 10892.82)(709.329, 8535.0);708.320;0;431.150;431.150;0;1;0
6043;838.434;3.191;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;0;1;0;0;;(839.4415, 1906.22)(840.4457, 698.04)(841.4429, 23695.02);841.443;0;562.272;562.272;0;1;0
6050;841.438;3.192;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;0;1;0;0;;(842.4452, 10490.83)(843.4454, 2892.9)(844.4379, 902.06);842.445;0;565.276;565.276;0;1;0
6085;865.486;2.473;MEBHYDROLIN NAPHTHALENESULFONATE;0;0;0;1;0;0;;(888.4677, 3611.4)(889.4633, 1862.45)(890.4606, 333.58)(866.4939, 11114.98)(867.4982, 3417.01)(868.4997, 1123.44);866.494;0;589.324;589.324;0;1;1
2727;354.170;3.043;MEFLOQUINE;0;1;1;0;0;0;;(731.3323, 6227.14)(355.1768, 110107.51)(356.1681, 8629.99)(357.1681, 91755.16)(358.1701, 11424.06)(359.1673, 3174.75)(393.1293, 684.42);355.177;0;-23.947;-23.947;1;1;0
3072;378.117;3.306;MEFLOQUINE;1;0;0;0;0;0;;(379.1245, 157908.33)(380.1277, 25862.74)(381.1311, 2611.9)(382.1398, 230.9);379.125;1;0.001;0.000;1;1;0
3352;397.733;1.689;MEFLOQUINE;0;1;0;1;0;0;;(398.7397, 10796.78)(399.7405, 4071.56)(400.7382, 11060.38)(834.433, 894.27)(835.427, 497.46)(836.4322, 988.43)(837.4345, 177.79)(796.476, 553.84);400.738;0;19.616;19.616;1;1;0
3671;422.175;1.355;MEFLOQUINE;0;1;1;0;0;0;;(423.1836, 23790.43)(461.1446, 1554.13)(845.3541, 1384.01);423.184;0;44.058;44.057;1;1;0
3876;438.724;1.994;MEFLOQUINE;0;0;1;1;0;0;;(439.7315, 14998.38)(440.7272, 6870.04)(441.7355, 7470.01);439.731;0;60.608;60.608;1;1;0
392;170.982;0.699;MEGESTROL ACETATE;0;1;1;1;0;0;;(171.9896, 6113.86)(172.9862, 5.45)(173.9828, 2113.13)(174.9828, 5.45)(175.9827, 0.0);171.990;0;-213.248;-213.248;1;1;1
510;181.954;0.249;MEGESTROL ACETATE;0;1;0;1;0;0;;(182.9615, 12360.28)(183.9646, 2329.87)(184.9624, 3304.73)(364.915, 515.67);182.962;0;-202.276;-202.276;1;3;1
766;208.125;4.681;MEGESTROL ACETATE;0;0;0;0;1;1;;(209.1321, 10070.89)(210.1341, 2293.21);209.132;0;-176.105;-176.105;1;1;0
809;213.128;4.722;MEGESTROL ACETATE;0;0;0;0;1;1;;(214.1355, 22907.33)(215.1413, 9503.8)(216.1444, 1776.26);214.136;0;-171.102;-171.102;1;1;1
1039;234.072;0.564;MEGESTROL ACETATE;0;1;1;0;0;0;;(235.0766, 13185.54)(236.0791, 1959.3)(273.0346, 2503.15)(274.0441, 1285.11)(275.0323, 2946.92)(469.1454, 2230.81);235.077;0;-150.158;-150.158;1;2;0
1180;245.073;1.097;MEGESTROL ACETATE;0;1;1;0;0;0;;(268.0616, 815.07)(246.0807, 11738.16)(247.0798, 4134.35)(529.1235, 1366.59);246.081;0;-139.157;-139.157;1;1;0
1287;254.167;4.689;MEGESTROL ACETATE;0;0;0;0;1;1;;(255.1742, 9243.72)(256.1777, 2032.85)(509.3432, 556.76);255.174;0;-130.063;-130.063;1;1;0
1301;256.147;4.721;MEGESTROL ACETATE;0;0;0;0;1;1;;(257.154, 12488.94)(258.1548, 3618.6);257.154;0;-128.083;-128.084;1;1;1
1420;266.166;4.679;MEGESTROL ACETATE;0;0;0;0;1;1;;(267.1744, 12806.51)(268.1795, 2289.84)(269.1751, 918.61);267.174;0;-118.064;-118.063;1;1;0
1628;282.198;4.723;MEGESTROL ACETATE;0;0;0;0;1;1;;(283.2048, 21745.24)(284.2096, 4398.56)(285.2088, 1949.96);283.205;0;-102.032;-102.032;1;2;1
1655;284.214;4.723;MEGESTROL ACETATE;0;0;0;0;1;1;;(285.2208, 30136.75)(286.2244, 5315.8)(287.2265, 2072.2);285.221;0;-100.017;-100.017;1;1;1
1946;306.198;4.680;MEGESTROL ACETATE;0;0;0;0;1;1;;(635.3851, 1298.92)(636.3883, 967.8)(307.2048, 15082.85)(308.2089, 2874.58)(309.2046, 4479.9);307.205;0;-78.032;-78.032;1;1;0
1999;310.230;4.965;MEGESTROL ACETATE;1;0;0;0;0;0;;(311.2369, 32637.41)(312.2413, 6980.37);311.237;0;-74.000;-74.000;1;2;1
2215;322.192;4.302;MEGESTROL ACETATE;1;0;0;0;0;0;;(323.1994, 7410.66)(324.2021, 2899.67)(325.1967, 5299.85);323.199;0;-62.038;-62.038;1;1;0
2239;324.209;4.676;MEGESTROL ACETATE;0;0;0;0;1;1;;(325.2167, 136703.19)(326.2199, 30418.06)(327.2217, 4893.88)(328.2188, 847.36);325.217;0;-60.021;-60.021;1;1;0
2273;326.225;4.722;MEGESTROL ACETATE;0;0;0;0;1;1;;(327.2328, 176702.58)(328.2361, 41946.29)(329.238, 7598.5)(330.2309, 919.9);327.233;0;-58.005;-58.005;1;1;1
2318;328.241;4.952;MEGESTROL ACETATE;1;0;0;0;0;0;;(329.2483, 198509.05)(330.2517, 46478.43)(331.2595, 9631.12);329.248;0;-55.989;-55.988;1;1;1
2356;330.190;1.046;MEGESTROL ACETATE;1;0;0;0;0;0;;(331.1978, 179984.81)(332.1897, 85947.93)(333.1831, 15516.73)(699.3241, 1075.26)(700.3224, 847.24)(701.3388, 1895.22)(369.1484, 3846.04)(661.3838, 728.4);331.198;0;-54.040;-54.040;1;1;0
2387;333.059;1.513;MEGESTROL ACETATE;0;1;1;0;0;0;;(334.0675, 5778.11)(335.0626, 1223.98)(336.0629, 580.29)(667.1251, 2154.27)(668.1264, 617.86)(669.1083, 536.54);334.067;0;-51.171;-51.171;1;1;0
2776;357.187;2.077;MEGESTROL ACETATE;1;0;0;0;0;0;;(380.1792, 3735.33)(358.195, 37707.1)(359.201, 11159.38);358.195;0;-27.043;-27.043;1;2;0
3150;384.230;4.563;MEGESTROL ACETATE;1;0;0;0;0;0;[[4210],468.182,4.661];(407.2221, 1300.78)(385.2366, 11585.76)(386.2399, 2487.83)(387.2437, 897.6)(769.4724, 1451.86)(770.4759, 889.52);385.237;1;0.000;0.000;1;1;0
3182;386.246;4.721;MEGESTROL ACETATE;1;0;0;0;0;0;[[766],208.125,4.681][[809],213.128,4.722][[1301],256.147,4.721][[1628],282.198,4.723][[1655],284.214,4.723][[1946],306.198,4.680][[2239],324.209,4.676][[2273],326.225,4.722][[3793],431.303,4.723][[4210],468.182,4.661];(409.2348, 57716.13)(410.238, 14707.0)(411.2419, 3591.26)(795.4757, 2404.3)(387.2533, 37589.42)(388.2564, 9167.92)(389.2601, 1612.23)(425.2081, 9575.03)(426.2133, 1994.41)(427.1991, 1109.88)(773.493, 1563.17);409.235;0;2.016;2.016;1;1;1
3421;402.277;4.987;MEGESTROL ACETATE;1;0;0;0;0;0;;(403.2846, 8677.33)(404.2881, 2858.13)(405.2894, 348.46);403.285;0;18.047;18.047;1;1;1
3773;429.287;4.700;MEGESTROL ACETATE;0;0;0;0;1;1;;(430.2942, 10038.93)(431.2958, 4021.19);430.294;0;45.057;45.057;1;1;0
3774;429.880;4.682;MEGESTROL ACETATE;0;0;1;1;1;1;;(452.8703, 1135.79)(430.8879, 7230.71)(431.8905, 894.29)(432.8849, 5873.52)(433.8885, 567.56)(434.8818, 2562.46)(435.885, 275.18)(436.8818, 788.29);430.888;0;45.650;45.650;1;1;0
3793;431.303;4.723;MEGESTROL ACETATE;0;0;0;0;1;1;;(432.3103, 10388.82)(433.3191, 2796.21);432.310;0;47.073;47.073;1;1;1
4210;468.182;4.661;MEGESTROL ACETATE;0;0;0;0;1;1;;(469.1892, 13859.94)(470.1928, 3748.87)(471.1961, 997.6);469.189;0;83.952;83.952;1;1;0
4261;472.262;1.637;MEGESTROL ACETATE;0;1;1;0;0;0;;(473.2691, 31543.6)(474.2579, 25320.44)(475.2717, 24635.81);473.269;0;88.032;88.032;1;1;0
4347;481.282;3.511;MEGESTROL ACETATE;1;0;0;0;0;0;;(482.2896, 16293.76)(483.2924, 7008.3);482.290;0;97.052;97.052;1;1;3
4374;483.298;3.677;MEGESTROL ACETATE;0;0;1;0;0;0;;(484.3048, 5840.18)(485.3058, 2137.61)(486.2971, 655.61)(522.2623, 3363.79)(523.261, 2423.57)(967.6054, 498.12);484.305;0;99.067;99.068;1;2;0
4395;485.223;3.722;MEGESTROL ACETATE;1;0;0;0;0;0;;(993.4391, 725.13)(486.2298, 7264.48)(487.2351, 1726.42)(488.2405, 758.56);486.230;0;100.993;100.993;1;1;0
4404;486.372;5.578;MEGESTROL ACETATE;0;0;1;0;0;0;;(487.3794, 6463.59)(488.3773, 1456.14)(489.3722, 1882.43);487.379;0;102.142;102.142;1;1;0
4472;491.271;4.797;MEGESTROL ACETATE;1;0;0;0;0;0;[[809],213.128,4.722][[1301],256.147,4.721][[1655],284.214,4.723][[2273],326.225,4.722][[3793],431.303,4.723];(492.2779, 27986.26)(493.2812, 9632.63)(494.2834, 3581.15);492.278;0;107.041;107.041;1;1;1
4527;497.290;4.129;MEGESTROL ACETATE;0;1;0;0;0;0;;(498.3059, 9734.99)(499.3111, 3125.55)(500.3134, 983.47);498.306;0;113.060;113.060;1;1;0
4528;497.290;4.148;MEGESTROL ACETATE;0;1;0;0;0;0;;(498.2976, 20742.06)(499.2998, 5815.69)(500.2981, 1606.81);498.298;0;113.060;113.060;1;1;0
4529;497.302;4.099;MEGESTROL ACETATE;1;0;0;0;0;0;;(498.3091, 10673.13)(499.3124, 3364.64)(500.3141, 829.41);498.309;0;113.072;113.072;1;1;4
4530;497.308;4.040;MEGESTROL ACETATE;1;0;0;0;0;0;;(498.3203, 6321.76)(499.3226, 2237.07)(500.3151, 673.3)(536.2713, 1726.01);498.320;0;113.078;113.078;1;1;2
4531;497.313;4.067;MEGESTROL ACETATE;1;0;0;0;0;0;;(498.3198, 10561.6)(499.3221, 3659.54)(500.3264, 1062.52);498.320;0;113.083;113.083;1;1;1
4643;511.307;2.688;MEGESTROL ACETATE;1;0;0;0;0;0;;(512.3138, 8682.71)(513.3286, 2981.39)(514.3329, 1089.5);512.314;0;127.077;127.077;1;1;0
4651;512.324;2.732;MEGESTROL ACETATE;1;0;0;0;0;0;;(513.3313, 9479.29)(514.3349, 3853.79)(515.3377, 848.37);513.331;0;128.094;128.094;1;1;4
4653;512.336;2.813;MEGESTROL ACETATE;1;0;0;0;0;0;;(513.3314, 8366.92)(514.3343, 3291.61)(515.3389, 542.54)(551.299, 23043.28)(552.2941, 5349.67);551.299;0;128.106;128.106;1;1;0
4794;531.297;4.202;MEGESTROL ACETATE;1;0;0;0;0;0;;(532.3039, 20150.83)(533.3099, 7827.84);532.304;0;147.067;147.067;1;1;1
5062;570.309;4.048;MEGESTROL ACETATE;1;0;0;0;0;0;;(571.3164, 7599.08)(572.3232, 3993.31)(573.3343, 908.81);571.316;0;186.079;186.079;1;1;4
5091;574.309;2.518;MEGESTROL ACETATE;1;0;0;0;0;0;;(575.3161, 54299.05)(576.3152, 29042.98);575.316;0;190.079;190.079;1;1;0
5601;663.323;1.352;MEGESTROL ACETATE;0;1;1;0;0;0;;(664.3267, 9207.2)(665.3273, 3562.27)(666.324, 1828.07);664.327;0;279.093;279.093;1;1;1
1176;245.037;3.942;MELPHALAN;1;0;0;0;0;0;;(246.0448, 17649.93)(247.0479, 2292.9)(248.0419, 11725.49)(249.0459, 1390.13)(250.0405, 2141.73);246.045;0;-59.037;-59.037;1;1;0
1672;286.108;1.796;MELPHALAN;1;0;0;0;0;0;;(287.1155, 26255.28)(288.1198, 4098.82)(289.1156, 9193.74)(290.1201, 2073.98);287.115;0;-17.966;-17.966;1;1;0
1678;287.048;2.915;MELPHALAN;0;0;0;0;1;1;;(288.0552, 7976.76)(289.0581, 1230.87)(290.0522, 5660.19)(291.0556, 854.82)(292.0502, 846.53);288.055;0;-17.026;-17.026;1;1;0
1908;304.075;2.918;MELPHALAN;1;0;0;0;0;0;[[1678],287.048,2.915];(631.1371, 386.77)(305.0821, 29713.06)(306.0852, 4021.94)(307.0794, 20377.33)(308.0851, 3061.35)(309.0767, 3278.48)(310.0813, 382.36);305.082;1;0.000;0.000;1;1;0
5371;618.714;4.333;MELPHALAN;0;1;1;1;0;0;;(641.7014, 1144.4)(619.721, 18662.98)(657.678, 572.98);619.721;0;314.639;314.639;1;1;0
5957;792.374;4.242;MELPHALAN;0;1;1;1;0;0;;(815.3612, 978.46)(816.3669, 716.98)(817.3662, 492.34)(793.3824, 8675.5);793.382;0;488.299;488.299;1;1;0
9;104.063;2.377;MEMANTINE;1;0;0;0;0;0;;(105.07, 9107.33)(106.0731, 1266.61)(107.0598, 2604.6);105.070;0;-75.105;-75.105;1;2;2
15;106.078;2.334;MEMANTINE;1;0;0;0;0;0;;(107.0855, 21182.31)(108.0871, 1903.1)(109.0753, 1055.54);107.085;0;-73.089;-73.089;1;2;0
736;206.043;0.368;MEMANTINE;0;0;1;0;0;0;;(207.0507, 100455.12)(208.0537, 6959.45)(209.0487, 6541.17)(210.052, 521.58);207.051;0;26.876;26.876;1;1;0
780;209.155;0.583;MEMANTINE;1;0;0;0;0;0;;(232.1449, 16478.7)(210.1587, 2349.36);232.145;0;29.988;29.988;1;1;1
1007;231.002;2.005;MEMANTINE;1;0;0;0;0;0;;(232.009, 15226.42)(233.0118, 2672.45)(234.0019, 4162.8)(235.007, 365.09);232.009;0;51.834;51.834;1;1;0
1930;305.144;0.656;MEMANTINE;0;1;1;0;0;0;;(306.1518, 22812.72)(307.154, 4067.47);306.152;0;125.977;125.977;1;1;0
2060;314.028;0.521;MEMANTINE;0;1;1;0;0;0;;(337.0246, 2473.8)(315.0356, 25316.78)(316.0392, 2819.99)(317.042, 6003.04)(352.9963, 3627.98);315.036;0;134.861;134.861;1;1;1
2610;346.145;0.513;MEMANTINE;0;1;1;0;0;0;;(693.2933, 2087.23)(347.1522, 20488.99);347.152;0;166.978;166.978;1;2;0
2628;347.843;0.586;MEMANTINE;0;1;1;1;0;0;;(348.8505, 7508.44)(349.8567, 1493.42)(350.8585, 3582.0)(351.8531, 449.67)(352.8541, 1342.87);348.851;0;168.676;168.676;1;1;0
4058;452.492;2.058;MEMANTINE;0;1;0;1;0;0;;(453.4894, 29600.56)(454.4911, 5757.76)(455.4879, 1160.83)(905.9903, 1699.22)(906.9875, 515.96)(907.9655, 399.79);453.489;0;273.325;273.325;1;1;1
4466;491.204;1.681;MEMANTINE;0;0;1;0;0;0;;(492.2113, 5666.83)(493.2282, 2895.91)(494.2237, 1311.72);492.211;0;312.037;312.037;1;1;1
4737;523.259;2.848;MEMANTINE;0;1;1;0;0;0;;(524.2658, 24964.05)(525.2738, 2527.59)(526.2708, 2273.37);524.266;0;344.091;344.091;1;1;1
4818;533.721;1.404;MEMANTINE;0;0;0;1;0;0;;(534.728, 9903.64)(535.7307, 3968.06)(536.7278, 1681.13);534.728;0;354.553;354.553;1;1;1
5008;560.315;1.314;MEMANTINE;0;1;1;0;0;0;;(561.3215, 8297.28)(562.3237, 3175.3);561.322;0;381.148;381.148;1;1;0
5018;562.774;1.501;MEMANTINE;0;1;1;1;0;0;;(563.7813, 5613.33)(564.7899, 1116.84)(565.7897, 1081.99);563.781;0;383.607;383.607;1;1;0
5656;677.434;2.496;MEMANTINE;0;0;0;1;1;1;;(678.4416, 12004.57)(679.4454, 4335.64)(680.4458, 1185.92);678.442;0;498.267;498.267;1;1;3
5960;792.477;4.576;MEMANTINE;0;1;0;1;0;0;;(793.4845, 22207.93)(794.4884, 8736.53)(795.4904, 2557.57);793.485;0;613.310;613.310;1;1;0
6063;851.511;3.019;MEMANTINE;0;1;1;1;0;0;;(852.5186, 11311.33)(853.5201, 5014.96)(854.5063, 1599.9);852.519;0;672.344;672.344;1;1;0
6104;883.444;2.728;MEMANTINE;0;0;0;1;0;0;;(884.4516, 13296.85)(885.4543, 6897.55);884.452;0;704.277;704.277;1;2;0
8;104.063;3.453;METAXALONE;0;0;0;0;1;1;;(105.0701, 8880.32)(106.0735, 1347.08);105.070;0;-117.043;-117.042;1;1;1
74;120.094;3.490;METAXALONE;0;0;0;0;1;1;;(143.0851, 5606.13)(121.1007, 7574.86)(122.1005, 929.21);121.101;0;-101.011;-101.011;1;1;0
129;132.094;3.449;METAXALONE;0;0;0;0;1;1;;(133.1015, 13563.77)(134.104, 2094.85);133.101;0;-89.011;-89.011;1;1;0
138;134.073;3.443;METAXALONE;0;0;0;0;1;1;;(135.0804, 33929.7)(136.0834, 2989.9)(137.0936, 476.02);135.080;0;-87.032;-87.032;1;1;0
176;140.951;0.758;METAXALONE;0;1;0;1;0;0;;(163.9395, 656.25)(164.9257, 0.13)(165.912, 1372.21)(166.9141, 0.13)(167.9161, 1430.71)(304.891, 1046.1)(141.9582, 71916.66)(142.9638, 6833.4)(143.9586, 9159.65)(144.9568, 852.27)(145.9545, 3224.07)(146.9572, 120.04)(282.9099, 1081.42);141.958;0;-80.154;-80.154;1;1;0
200;145.065;3.479;METAXALONE;0;0;0;0;1;1;;(146.0726, 18030.14)(147.0787, 3110.93);146.073;0;-76.040;-76.040;1;1;1
222;148.089;3.443;METAXALONE;0;0;0;0;1;1;;(149.0959, 13299.45)(150.0989, 1563.02);149.096;0;-73.016;-73.016;1;1;0
239;150.039;3.482;METAXALONE;0;0;0;0;1;1;;(151.0466, 13863.77)(152.0545, 1279.33)(153.0404, 690.59);151.047;0;-71.066;-71.066;1;1;1
