# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S083_2017_Jun_06_19_20_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:27:02 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B3-S083-T00(raw),MZ002H-Pool01-P008B3-S083-T12(raw),MZ002H-Pool02-P008B3-S083-T00(raw),MZ002H-Pool02-P008B3-S083-T12(raw),MZ002H-Pool03-P008B3-S083-T00(raw),MZ002H-Pool03-P008B3-S083-T12(raw),MZ002H-Pool04-P008B3-S083-T00(raw),MZ002H-Pool04-P008B3-S083-T12(raw),MZ002H-Pool05-P008B3-S083-T00(raw),MZ002H-Pool05-P008B3-S083-T12(raw),MZ002H-Pool06-P008B3-S083-T00(raw),MZ002H-Pool06-P008B3-S083-T12(raw),MZ002H-Pool07-P008B3-S083-T00(raw),MZ002H-Pool07-P008B3-S083-T12(raw),MZ002H-Pool08-P008B3-S083-T00(raw),MZ002H-Pool08-P008B3-S083-T12(raw),MZ002H-Pool09-P008B3-S083-T00(raw),MZ002H-Pool09-P008B3-S083-T12(raw),MZ002H-Pool10-P008B3-S083-T00(raw),MZ002H-Pool10-P008B3-S083-T12(raw),MZ002H-Pool11-P008B3-S083-T00(raw),MZ002H-Pool11-P008B3-S083-T12(raw),MZ002H-Pool12-P008B3-S083-T00(raw),MZ002H-Pool12-P008B3-S083-T12(raw),MZ002H-Pool13-P008B3-S083-T00(raw),MZ002H-Pool13-P008B3-S083-T12(raw),MZ002H-Pool14-P008B3-S083-T00(raw),MZ002H-Pool14-P008B3-S083-T12(raw),MZ002H-Pool15-P008B3-S083-T00(raw),MZ002H-Pool15-P008B3-S083-T12(raw),MZ002H-Pool16-P008B3-S083-T00(raw),MZ002H-Pool16-P008B3-S083-T12(raw),MZ002H-Pool17-P008B3-S083-T00(raw),MZ002H-Pool17-P008B3-S083-T12(raw),MZ002H-Pool18-P008B3-S083-T00(raw),MZ002H-Pool18-P008B3-S083-T12(raw),MZ002H-Pool19-P008B3-S083-T00(raw),MZ002H-Pool19-P008B3-S083-T12(raw),MZ002H-Pool20-P008B3-S083-T00(raw),MZ002H-Pool20-P008B3-S083-T12(raw),MZ002H-Pool21-P008B3-S083-T00(raw),MZ002H-Pool21-P008B3-S083-T12(raw),MZ002H-Pool97-P008B3-S083-T00(raw),MZ002H-Pool97-P008B3-S083-T12(raw),MZ002H-Pool98-P008B3-S083-T00(raw),MZ002H-Pool98-P008B3-S083-T12(raw),MZ002H-Pool99-P008B3-S083-T00(raw),MZ002H-Pool99-P008B3-S083-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
693.4164@3.5704374,1053075,1378983,1214272,1409559,1146336,1165384,1129531,1289743,1159324,1260398,1180735,1358347,1091113,1155053,1054037,1247865,1443944,1328802,1275009,1368669,1088569,1219765,1104234,1273003,1159153,1315318,1068705,1322689,1149136,1216681,1110035,1296193,1115506,1174797,1152601,1337014,1042384,1153208,1043508,1331616,1131787,1398330,1101364,1310364,1130256,1458736,1086467,1393950,693.4164@3.5704374,693.4164,3.5704374,48,+,"(694.424, 222077.17)(695.4264, 58758.03)(696.4209, 7683.41)"
710.4@3.5545204,4292342,5096608,5333963,5151126,5261431,4548006,5106435,4635857,4992262,4854730,5137423,4920346,4959280,4473911,4842340,4624989,5632928,4894362,5237531,4880794,4815707,4811198,4817185,4723540,5099728,4938056,4779277,4695086,5068126,4549246,4922127,4760254,4951504,4624696,5075355,4764601,4870796,4546644,4673812,4955227,4990040,5075100,4897608,4907132,5062805,5206046,4952684,4929485,710.4@3.5545204,710.4,3.5545204,48,+,"(733.3882, 12980.52)(734.3913, 10106.83)(735.3837, 4283.14)(711.4073, 1314026.0)(712.4111, 436724.44)(713.4122, 30526.89)(714.3997, 1854.9)(749.3585, 2800.29)(750.3588, 2091.5)(751.369, 1236.62)"
463.9192@3.5710223,64928,82989,77554,76743,48677,77387,38070,76589,73305,76543,77602,79440,73529,73608,69695,70321,76679,74910,77425,67149,72091,71964,68565,74163,71125,74405,70902,65127,74787,72910,71240,75546,71828,71766,71690,73473,69005,54813,70092,73896,68763,75730,1,1,1,68724,70060,78462,463.9192@3.5710223,463.9192,3.5710223,45,+,"(464.927, 15219.63)(465.9285, 2118.85)"
467.9527@3.5717242,58476,67469,61558,71354,59172,63565,57275,75042,61733,68208,60052,70594,59520,63800,57086,68585,77691,69605,67787,76345,57516,63629,60110,74620,62830,67705,59021,77344,60180,63010,58896,74671,1,62739,60377,73522,57643,61383,56602,73588,59010,71262,60812,64003,59898,81482,59146,76701,467.9527@3.5717242,467.9527,3.5717242,47,+,"(468.9599, 15302.05)(469.9627, 1474.75)"
491.9067@3.540857,105525,123676,132115,114180,1,1,1,78515,116879,114376,131155,123380,1,1,1,98829,126167,119443,125541,117964,1,91385,1,1,118305,122561,122326,107384,109599,1,1,1,116674,101599,1,113147,1,1,90607,1,115109,118044,1,1,119015,113477,1,1,491.9067@3.540857,491.9067,3.540857,28,+,"(514.8983, 467.03)(492.9141, 22169.72)(493.9143, 9849.3)(494.9146, 2546.24)(495.9046, 260.15)"
710.9017@3.5544786,2872984,3444691,3537963,3508446,3386338,3085632,3303928,3163431,3394500,3294502,3276873,3322263,3354359,3064562,3115683,3101517,3810851,3265313,3463198,3258562,3239216,3244017,3209805,3184533,3362336,3330912,3099797,3200679,3463496,3093908,3301243,3193557,3167569,3118584,3298732,3193104,3247107,3038537,3110845,3338032,3275548,3452099,3271757,3292414,3323276,3511816,3294472,3303683,710.9017@3.5544786,710.9017,3.5544786,48,+,"(733.8894, 12040.16)(734.8921, 3017.33)(735.8851, 909.44)(711.9088, 1040233.4)(712.9117, 129220.3)(713.9118, 6717.1)(714.8976, 437.24)(749.8574, 2818.81)(750.86, 1140.34)(751.8642, 619.89)"
695.8923@3.5708542,818559,1047433,988940,1000691,942087,901923,948868,907203,916196,931354,972673,983146,882001,876896,871035,903717,1013362,997131,976556,952964,871485,955046,866882,900999,920485,988967,887075,919684,904846,915210,892953,893321,912153,911882,945730,956924,866844,889233,842909,934612,909137,1017852,869147,979601,931455,1010276,865952,947801,695.8923@3.5708542,695.8923,3.5708542,48,+,"(696.8998, 169385.39)(697.9029, 41837.3)(698.8998, 4334.15)"
696.3943@3.577854,460071,983993,978265,1096534,529743,503365,959765,519821,978609,988749,1016500,1038534,927661,498212,493000,507229,571855,1073734,561346,900599,476051,542969,482806,496057,1013060,1052190,935175,515306,512581,514079,514278,498076,507418,985677,945799,1022424,914241,902586,473415,516063,518096,1082342,496217,554182,1006507,567553,503185,538938,696.3943@3.577854,696.3943,3.577854,48,+,"(697.4017, 95396.71)(698.4019, 12628.84)(699.4087, 91021.4)(700.4098, 28197.28)(701.409, 5502.69)"
729.373@3.5547285,407200,415026,429057,367016,457679,422734,434338,389329,423812,372220,440402,407189,425100,369211,426068,379365,418536,356168,425055,392489,424103,411411,425313,398581,375848,407045,412973,374962,425565,371577,419120,371972,416599,318397,426184,398921,410186,392949,424098,388964,412083,384110,418000,372967,416130,367179,410841,352632,729.373@3.5547285,729.373,3.5547285,48,+,"(730.3808, 110018.37)(731.383, 37785.01)(732.3828, 6396.92)"
925.4905@3.555187,61335,72461,86673,74524,78462,60090,71016,66911,72544,67903,78435,64245,79040,66681,70990,67048,84205,66095,75162,67071,71254,65321,59955,67939,76386,67973,73377,67548,70655,63843,68259,69891,71331,65225,77156,60484,68603,68629,65199,76915,77877,71384,73724,69598,72790,72937,74596,64226,925.4905@3.555187,925.4905,3.555187,48,+,"(926.4988, 15874.89)(927.5012, 7561.58)(928.5007, 2483.44)(929.4988, 226.71)"
481.2574@3.5549114,1,46128,49216,38740,58396,45522,50200,1,43871,1,46476,1,51798,39862,1,1,38243,1,45332,43182,42843,1,43957,41452,39168,38015,43120,1,43855,45557,48368,41272,38949,1,42622,41035,46023,1,1,37356,40887,39870,39685,37283,44853,1,1,37908,481.2574@3.5549114,481.2574,3.5549114,34,+,"(482.2654, 10488.41)(483.2616, 6250.13)(484.26, 3428.04)"
721.8926@3.5546668,697278,795686,820401,787625,845451,775682,828085,737321,810301,769524,811549,768383,827169,748546,809067,758897,858062,757938,815888,740196,810624,801705,817504,769878,833932,799944,751763,722551,855649,753000,796269,774982,777565,766378,839131,735873,809421,780564,800281,799597,787959,774021,794855,787127,809942,785475,794087,764288,721.8926@3.5546668,721.8926,3.5546668,48,+,"(722.8998, 246127.89)(723.9007, 34220.73)(724.903, 3375.15)"
684.9022@3.5701878,256053,331530,323598,342878,308275,286893,302372,302598,300017,301557,300609,327639,280043,284821,281187,295018,357167,331444,321729,312417,281467,304397,284936,299868,303088,317632,286201,317429,303303,291287,287734,308268,301113,292748,301250,314314,282509,288898,270980,314541,301688,328648,283294,316478,297704,340662,253905,324918,684.9022@3.5701878,684.9022,3.5701878,48,+,"(685.9096, 54688.79)(686.9122, 15776.23)(687.912, 1813.26)"
737.3592@3.554196,131335,129060,136245,126083,113112,94002,98303,99676,139135,109623,132778,128493,96914,96052,91708,89934,136713,119877,129818,104685,92461,94917,94313,97911,136039,123906,119919,123365,97071,88613,99699,95275,126761,104158,132091,1,90843,1,90264,97553,127171,122286,101286,94209,127558,105478,94661,95506,737.3592@3.554196,737.3592,3.554196,46,+,"(738.3658, 19243.74)(739.3673, 14725.99)(740.3717, 7635.13)"
729.8746@3.5548131,266164,283310,289884,268112,293580,285585,290595,270780,271386,286205,284785,276156,294586,274823,278491,259106,287753,255181,288011,271296,280303,269531,288570,266586,278593,273448,267615,255843,277083,256556,269680,258924,274256,272020,285049,223264,269499,261820,274878,261648,267548,203572,273032,255492,276390,256051,267469,247842,729.8746@3.5548131,729.8746,3.5548131,48,+,"(730.8816, 83833.81)(731.8835, 11650.4)(732.8862, 3282.54)"
469.2508@3.569792,360126,427089,408172,386033,424794,412989,392150,398958,385760,409252,405562,414659,376956,395106,376143,384070,383798,422411,404948,393566,392498,414946,381396,396086,395492,400355,375297,380053,386856,400883,386974,401982,379455,393857,377694,409162,387466,396703,378737,391295,382195,395180,370446,401543,366415,403216,379798,385007,469.2508@3.569792,469.2508,3.569792,48,+,"(470.2582, 43526.31)(471.2723, 6041.22)(472.2481, 24704.96)(473.2491, 2974.54)(474.2573, 290.1)(939.5105, 327.96)"
721.3912@3.5548117,1069664,1017271,1215541,1169947,1245175,1200912,1290654,1172197,1221501,1160353,1110139,1168437,1220403,1142841,1214964,1130728,1207001,1128388,1225121,1107587,1204411,1260305,1219093,1157918,1238706,1200238,1171976,1079473,1264852,1165228,1281562,1156452,1175386,1070896,1222364,1126833,1212396,1167734,1201437,1228922,1194287,1196172,1200543,1253699,1213019,1169499,1225528,1180602,721.3912@3.5548117,721.3912,3.5548117,48,+,"(722.3983, 296557.25)(723.4003, 102235.05)(724.4008, 10192.57)(725.4131, 4027.9)(760.35, 1073.88)"
486.2494@3.553587,539939,650722,674421,634194,727303,639361,688667,597564,658676,621813,667604,627710,1,618694,565053,408968,676546,457894,681412,610733,666034,641636,648814,606184,468035,577160,619165,571877,678587,630850,662384,593108,562225,376366,382840,572247,1,586144,615282,589417,635107,407657,606786,609684,615496,590683,496823,618156,486.2494@3.553587,486.2494,3.553587,46,+,"(487.2568, 202734.92)(488.2589, 21766.88)(489.2612, 4109.69)"
486.9175@3.5553753,160583,204004,218411,203532,223618,191724,217954,183852,203987,189066,212186,202333,203476,184363,200122,177473,215526,195182,208665,178899,202591,202245,194892,180686,199149,191696,195280,177639,222444,210023,204099,182255,191742,183491,192876,182411,213127,192260,190693,181743,192395,194408,190867,193117,196808,183181,195206,188623,486.9175@3.5553753,486.9175,3.5553753,48,+,"(487.9248, 62590.12)(488.9246, 5465.04)(489.9267, 2687.88)"
450.9258@3.5715325,74485,103701,105149,103196,109556,96351,105834,97977,94739,97290,101837,100062,95000,91369,92680,86331,102152,101555,101402,94081,98002,103038,93580,91471,92722,98653,88730,87638,97443,101971,97035,1,88091,85103,90282,95472,92378,92033,83865,93707,90298,106565,90307,100482,93576,99440,92221,95584,450.9258@3.5715325,450.9258,3.5715325,47,+,"(451.9331, 19441.33)(452.9337, 2216.04)(489.8876, 570.02)"
495.3059@3.5529997,126522,208097,189325,169571,202496,125764,167478,165514,167306,153696,173363,156009,148414,154726,125733,118372,197581,169380,177253,150820,129668,150463,154968,166231,176443,154857,157353,149620,206338,146813,174378,115706,156478,140480,170410,153715,177907,149615,236312,126819,171699,167509,150027,128796,159750,161375,175716,130569,495.3059@3.5529997,495.3059,3.5529997,48,+,"(518.3003, 907.57)(519.311, 403.82)(496.3131, 41247.93)(497.316, 10832.62)(498.3166, 2038.13)(534.275, 40641.45)"
462.2771@3.572383,42689,53901,53394,52863,47739,48020,45435,54454,42043,46319,46700,48428,45147,48140,44325,52139,58660,51194,51972,56463,47431,49179,47375,1,48013,49882,38696,45903,45623,48834,45863,54099,46284,45874,45650,52989,45100,49704,43259,54469,45131,54909,44755,50464,42105,56754,45509,52917,462.2771@3.572383,462.2771,3.572383,47,+,"(463.2844, 11059.34)(464.2861, 1253.94)"
456.5996@3.576209,37993,51541,49114,53481,50756,47531,48361,46210,45518,49880,48411,34712,46722,46776,38897,1,58327,52696,47312,1,1,51899,51015,51379,50434,50304,46827,1,49979,44833,49797,52688,47318,38799,47655,46673,1,45812,41436,52436,48651,55874,38810,50058,43545,55427,51245,54427,456.5996@3.576209,456.5996,3.576209,43,+,"(457.6073, 8421.93)(458.6098, 948.0)(459.5931, 3372.81)(460.5825, 547.93)"
843.9261@3.5648177,36410,35037,40029,39278,44533,1,40817,35444,39091,35066,46486,36512,38382,46549,1,34785,49887,39407,39521,32603,35198,48638,41099,37523,37646,39181,42276,39483,40390,35215,49082,48418,39005,42220,43980,36953,36692,36056,38223,1,43758,40279,44394,1,53175,33283,39429,32622,843.9261@3.5648177,843.9261,3.5648177,44,+,"(866.9173, 587.11)(844.9334, 9341.64)(845.9366, 4420.4)(846.9363, 1281.0)"
791.9264@3.5679622,1,1,1,25775,1,1,26273,26581,25754,25016,30231,1,32347,35381,1,32740,27989,31278,1,25700,23680,1,24539,1,29604,1,25552,29550,36083,1,29769,25525,1,1,29314,26341,28159,1,1,31105,1,28518,1,28015,1,1,31028,1,791.9264@3.5679622,791.9264,3.5679622,27,+,"(814.9198, 699.26)(815.9194, 585.92)(792.9335, 6378.81)(793.9331, 1862.63)(794.9493, 556.68)"
562.9518@3.5677702,82259,100598,102375,96069,104626,91445,102356,87554,99167,89439,99430,92977,100234,90192,93637,83476,103642,93256,103470,89974,102664,93024,97281,89636,95316,89307,88723,86461,101191,92119,102655,89676,92693,87674,88144,85331,98387,86188,91782,88101,89960,94226,93794,91897,95881,86195,97686,89202,562.9518@3.5677702,562.9518,3.5677702,48,+,"(563.9591, 30221.42)(564.9604, 2853.33)(565.966, 1795.26)(566.9617, 274.85)"
377.6885@3.573091,156048,1,1,1,119340,1,117880,1,1,1,1,1,1,1,1,1,112343,1,140189,1,1,1,1,1,1,1,1,1,112804,1,130557,1,1,1,1,1,1,1,104310,1,112967,1,1,1,101665,1,131948,1,377.6885@3.573091,377.6885,3.573091,11,+,"(400.6783, 449.59)(778.3693, 2149.22)(779.3694, 467.73)(780.3744, 1003.54)(378.695, 8798.28)(379.6989, 1052.07)(794.336, 352.89)(795.3419, 415.33)(756.3836, 6528.48)(757.3855, 2678.26)(758.3949, 1363.95)"
567.942@3.5676336,1,35896,46051,43272,29401,27667,32325,41213,36222,36439,45597,36628,34434,32223,24638,26554,45520,39943,45569,39953,32001,1,33367,1,37505,35090,36107,31966,30789,1,32984,31056,34181,35290,1,33705,29911,1,26994,32142,40348,43354,34010,37767,1,37012,31069,28803,567.942@3.5676336,567.942,3.5676336,41,+,"(590.9352, 428.92)(568.9499, 7408.65)(569.9504, 4305.59)(570.9523, 1141.92)"
562.6177@3.5677078,89455,110300,119712,108629,128530,101794,118062,100756,113427,106757,115601,111529,110727,104616,105499,97625,125810,103914,114898,103132,111551,111836,110047,106592,110471,106387,106128,101946,114535,106014,110355,98168,104568,96680,108972,96009,111954,103642,105604,99621,108118,106775,104108,107402,107732,103628,111996,107243,562.6177@3.5677078,562.6177,3.5677078,48,+,"(563.6252, 34659.2)(564.6281, 5698.12)(565.6297, 2308.81)(566.6266, 604.31)"
824.953@3.5674572,351429,397629,423196,400811,410245,340399,405095,365789,402395,360283,401055,360769,397042,339517,380315,362089,471405,378004,426194,383088,383644,362559,391231,362445,417258,390090,374837,376264,425763,365478,405138,376307,377896,348984,406887,363898,387212,356534,382720,400107,403046,402536,395276,381311,407437,407076,388331,388809,824.953@3.5674572,824.953,3.5674572,48,+,"(847.9431, 1932.52)(848.9431, 1384.92)(849.946, 1077.13)(825.9607, 104317.77)(826.9629, 44947.55)(827.9643, 4480.66)(828.9444, 390.38)(863.909, 746.38)(864.9151, 553.95)"
825.4543@3.5673952,250296,283378,304495,295210,296703,250632,294011,258577,274688,265565,295306,272560,282138,252585,277406,259659,325601,259735,291660,264686,275765,272757,272470,265004,292905,279365,269738,268289,295970,261690,280472,265373,277478,262260,289938,263019,274874,267643,271628,274036,288404,287626,275264,280137,282280,286996,289304,279795,825.4543@3.5673952,825.4543,3.5673952,48,+,"(848.4418, 1703.48)(849.4385, 813.7)(850.4266, 571.07)(826.4619, 90333.89)(827.4635, 15443.77)(828.4592, 883.58)(864.4107, 684.67)"
842.4358@3.5623333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26312,22203,1,1,1,1,1,1,1,1,1,1,23999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,842.4358@3.5623333,842.4358,3.5623333,3,+,"(843.4431, 538.9)(844.4339, 553.67)(845.435, 8086.43)"
836.4446@3.5683746,60385,66991,77779,63775,73302,65622,75028,61668,70012,61138,80125,67528,78769,68405,74590,66802,75583,64255,72893,63820,76759,71332,76833,68433,74485,69552,70944,62967,77995,64918,81582,71506,77372,68967,74293,64644,75616,62849,74061,74120,76253,65426,77641,69786,73128,67409,74078,67754,836.4446@3.5683746,836.4446,3.5683746,48,+,"(859.4272, 580.75)(837.4522, 22001.18)(838.4525, 3939.7)(839.4462, 1337.94)(875.413, 409.05)"
568.2796@3.570643,1,1,31658,1,1,1,1,1,1,1,1,1,1,26104,1,1,32662,1,33159,1,1,1,24601,1,1,30957,1,1,28362,1,32203,1,1,1,1,1,1,1,17163,24556,1,29764,26305,1,1,31688,23018,1,568.2796@3.570643,568.2796,3.570643,14,+,"(591.2691, 776.04)(569.2855, 6071.93)(570.2835, 3401.41)"
835.9429@3.568833,88748,99446,104193,100129,109132,93497,111174,90230,104670,88528,106420,94011,110954,93194,107113,98590,112098,92232,106630,95766,104108,94875,110873,95174,111109,98022,96548,92246,114893,90761,108955,97483,101799,89912,102571,92331,103779,92181,105299,105265,107358,96758,109635,107089,110344,102809,116187,98788,835.9429@3.568833,835.9429,3.568833,48,+,"(858.9401, 584.47)(836.9506, 23952.82)(837.953, 11450.19)(838.9528, 1481.79)(839.9522, 0.0)"
386.2021@3.573737,37045,1,1,1,32127,1,1,20634,30588,1,38145,1,34289,1,23328,1,27335,1,32749,1,1,1,32811,1,1,1,30130,1,27866,1,30186,1,26580,1,28819,1,26271,1,1,1,1,1,30568,1,31055,1,28008,1,386.2021@3.573737,386.2021,3.573737,19,+,"(387.2089, 9521.67)(388.2087, 2017.82)"
216.1153@3.5718665,1,1,1,1,1,22698,1,20284,1,23840,1,20466,24013,24860,19524,23808,20730,1,1,25643,23530,23575,22180,22686,1,24553,20022,21380,39437,21203,29427,1,39790,1,1,20001,24684,1,31799,40224,1,23510,18400,16670,21416,1,1,23786,216.1153@3.5718665,216.1153,3.5718665,30,+,"(217.1223, 12487.8)(218.1252, 2157.3)"
563.2937@3.598978,1,127234,73728,117406,60068,115481,66043,102325,68524,108934,79771,132020,74718,130544,61286,101376,75083,123105,67279,114831,1,132271,66706,128952,64755,124812,55984,106679,79137,127587,74927,127565,77362,126298,66883,110820,66004,109185,62236,130442,69087,125238,1,138488,64581,118200,81522,118420,563.2937@3.598978,563.2937,3.598978,45,+,"(564.3007, 33032.45)(565.3025, 2692.8)(566.2983, 1613.76)"
618.3568@3.5972,1,1,1,1,43849,1,28185,18147,1,1,1,1,1,1,1,1,1,1,1,1,44225,38813,1,1,1,1,1,1,44280,39787,43172,26166,1,1,1,1,38760,1,33381,28650,1,1,41358,42132,1,1,40920,1,618.3568@3.5972,618.3568,3.5972,15,+,"(619.3627, 6932.56)(620.366, 2955.53)(621.3638, 819.24)"
298.0449@3.5876667,1,1,1,1,1,1,21620,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21382,1,1,1,22252,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,298.0449@3.5876667,298.0449,3.5876667,3,+,"(299.0522, 6290.38)(300.0548, 1118.65)(301.0501, 561.97)"
751.37@3.601485,39368,35859,38422,1,1,33129,1,1,31504,33821,36455,34878,43224,39396,35333,1,1,38402,38537,32591,28934,42365,1,31016,1,56412,36564,1,32238,1,38767,1,36495,37454,33657,37941,32877,40065,1,1,36728,23649,1,40013,39072,39444,27174,1,751.37@3.601485,751.37,3.601485,33,+,"(752.3773, 5211.99)(753.3848, 1232.83)(754.3566, 2573.19)(755.3553, 855.63)"
309.2674@3.5792499,1,1,1,1,1,1,1,1,1,1,735658,566439,1,1,802531,669349,1,1,1,1,1,1,1,1,1,1,915741,734022,1004353,814679,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,309.2674@3.5792499,309.2674,3.5792499,8,+,"(310.2747, 211492.19)(311.2778, 37420.26)(312.2804, 4102.14)(313.2825, 208.44)"
698.4012@3.6090734,419055,1,1,1,442373,440688,1,427068,1,1,1,1,1,433171,408812,418600,483899,1,517882,1,422025,457037,419289,402397,1,1,1,486528,442638,443989,433215,447133,452694,1,1,1,1,1,415693,445220,461064,1,410934,483450,1,529855,445852,448081,698.4012@3.6090734,698.4012,3.6090734,27,+,"(699.4085, 78177.02)(700.4103, 24141.18)(701.41, 5367.12)(702.4116, 995.18)(737.3693, 1719.72)"
698.9025@3.6053696,254331,193732,281745,300981,265463,239860,283798,257890,264845,286184,279685,284853,244661,241572,263142,244271,283772,287680,291975,278880,250221,262279,244106,233181,276909,1,269195,258031,264281,1,244142,259129,268354,265245,276320,289168,256552,238339,240910,258347,252619,291325,263060,258935,277061,282235,249562,262700,698.9025@3.6053696,698.9025,3.6053696,46,+,"(699.9098, 52464.24)(700.9089, 7247.91)(701.9123, 2199.96)(702.9044, 392.4)"
707.4168@3.6055002,146715,185134,177080,192608,164400,153944,165612,157674,161714,164950,173783,178759,148691,154965,149134,160284,197947,177702,181109,177104,152901,164990,152015,159255,171225,176856,161029,174850,161487,159409,159481,166920,160118,161011,169216,180274,149546,159041,146254,168893,168291,192877,159699,182983,163904,196491,157722,173728,707.4168@3.6055002,707.4168,3.6055002,48,+,"(708.424, 34687.95)(709.4254, 5672.7)"
483.9263@3.604276,421807,502927,490652,465221,493730,457359,471088,458180,451580,468510,475022,486979,463416,458855,437730,445589,470218,491611,475639,471653,455636,464194,452056,453585,461049,484205,441399,451118,457350,474035,431977,437700,453040,445832,446266,466082,433989,1,421949,431783,459554,465889,412879,446832,440462,468804,418283,445132,483.9263@3.604276,483.9263,3.604276,47,+,"(484.9336, 65749.45)(485.9497, 10775.13)(486.9269, 30961.54)"
715.4301@3.6063547,1036153,1355534,1217554,1402679,1087776,1078294,1113397,1220046,1111611,1193126,1041942,1315299,1075142,1138966,1057726,1148893,1447024,1306564,1267335,1366277,1064055,1158212,1009458,1190260,1180907,1238067,1089507,1312476,1084327,1183231,1091285,1080228,1141167,1146683,1155696,1330014,1036548,1078494,1056921,1203710,1186660,1372497,1104754,1288744,1143659,1455255,1103454,1356429,715.4301@3.6063547,715.4301,3.6063547,48,+,"(716.4385, 237191.1)(717.4411, 66598.88)(718.4409, 7329.13)"
706.9153@3.6058547,251231,302417,308926,308640,271304,253818,274600,278155,276578,265847,282979,303280,264056,264064,249336,262997,320304,303786,302264,292671,266988,269947,264254,268235,294422,289021,271753,289789,278878,281195,264902,277541,278730,269128,285445,304824,260052,256625,257649,294732,281827,303942,269837,291220,276820,322096,268541,297003,706.9153@3.6058547,706.9153,3.6058547,48,+,"(707.9226, 50860.74)(708.9254, 15066.54)(709.9213, 1782.02)(745.874, 995.73)"
478.2504@3.604583,112625,143927,137094,135389,135001,133830,142222,130246,129483,128872,139627,136838,121134,123411,123672,124110,136993,134669,124790,132003,131939,140313,121092,125914,131179,133892,124745,119694,124780,125372,132242,128782,120629,124037,119446,127109,119661,123329,114309,127698,124409,133440,120096,129506,117763,129320,123606,126356,478.2504@3.604583,478.2504,3.604583,48,+,"(479.2582, 24237.14)(480.2736, 6315.15)"
465.9361@3.6053123,81780,121506,115330,116948,117026,104275,113299,109219,102940,108102,113561,110736,103139,102966,98931,100674,123214,114740,113653,110303,103891,108432,102821,100868,103342,109505,100960,101502,109476,112648,103624,102915,101958,102318,104075,102791,103305,97195,97171,102342,99578,113472,97999,108610,103789,110756,99705,114851,465.9361@3.6053123,465.9361,3.6053123,48,+,"(466.9432, 24048.36)(467.9441, 1349.88)(932.8794, 339.42)"
717.9055@3.606208,781318,1015178,930786,988723,824085,822274,860067,838998,876450,873460,931862,943416,818203,851154,796723,821491,964765,981316,960162,939006,816413,918327,786563,799424,883202,954793,851498,901512,880687,886865,820434,873109,846397,878453,877820,940806,796294,839917,794966,862883,888298,1009061,809793,954507,885361,994304,823771,891127,717.9055@3.606208,717.9055,3.606208,48,+,"(718.913, 171203.95)(719.9161, 45429.92)(720.9125, 4296.21)"
466.2699@3.606071,1,52478,51824,49820,53193,49121,54825,1,1,48132,49864,49612,46720,45205,44962,44073,53886,50551,1,1,1,1,1,45041,46187,47729,43349,1,53505,49798,49587,42568,1,45579,1,1,48145,1,1,1,1,1,39739,1,43010,1,1,51055,466.2699@3.606071,466.2699,3.606071,28,+,"(467.2773, 10765.76)(468.2769, 813.83)(971.4954, 358.86)"
562.7934@3.6016455,30689,144582,41237,137493,47277,130135,41526,130603,39583,135948,39831,129598,35077,139935,36633,124885,44225,160402,43575,136248,39174,144744,40319,131187,38714,155056,33504,129578,40240,149134,37108,129643,36893,139576,38374,134143,41873,134843,37387,145917,37531,155134,34646,155902,35860,145231,38681,146974,562.7934@3.6016455,562.7934,3.6016455,48,+,"(585.7843, 1484.37)(586.8006, 739.85)(587.7912, 57.71)(563.8006, 38287.62)(564.8044, 10903.65)(565.8026, 1490.2)(601.7508, 724.5)"
476.9527@3.6064374,58776,77641,73703,77448,70530,67567,69551,75178,67158,74013,67376,77180,68196,66385,64299,69430,89667,76111,73425,81286,64413,67241,64175,74733,67454,70087,65599,71698,68154,69666,65179,134806,64748,69374,64553,131990,67628,64977,61499,73127,68836,74524,64882,72221,64279,83678,67385,142927,476.9527@3.6064374,476.9527,3.6064374,48,+,"(477.9602, 15708.98)(478.962, 1701.45)(479.9417, 12425.44)(480.9308, 565.66)"
