# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S082_2017_Jun_06_19_10_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:17:20 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B2-S082-T00(raw),MZ002H-Pool01-P008B2-S082-T12(raw),MZ002H-Pool02-P008B2-S082-T00(raw),MZ002H-Pool02-P008B2-S082-T12(raw),MZ002H-Pool03-P008B2-S082-T00(raw),MZ002H-Pool03-P008B2-S082-T12(raw),MZ002H-Pool04-P008B2-S082-T00(raw),MZ002H-Pool04-P008B2-S082-T12(raw),MZ002H-Pool05-P008B2-S082-T00(raw),MZ002H-Pool05-P008B2-S082-T12(raw),MZ002H-Pool06-P008B2-S082-T00(raw),MZ002H-Pool06-P008B2-S082-T12(raw),MZ002H-Pool07-P008B2-S082-T00(raw),MZ002H-Pool07-P008B2-S082-T12(raw),MZ002H-Pool08-P008B2-S082-T00(raw),MZ002H-Pool08-P008B2-S082-T12(raw),MZ002H-Pool09-P008B2-S082-T00(raw),MZ002H-Pool09-P008B2-S082-T12(raw),MZ002H-Pool10-P008B2-S082-T00(raw),MZ002H-Pool10-P008B2-S082-T12(raw),MZ002H-Pool11-P008B2-S082-T00(raw),MZ002H-Pool11-P008B2-S082-T12(raw),MZ002H-Pool12-P008B2-S082-T00(raw),MZ002H-Pool12-P008B2-S082-T12(raw),MZ002H-Pool13-P008B2-S082-T00(raw),MZ002H-Pool13-P008B2-S082-T12(raw),MZ002H-Pool14-P008B2-S082-T00(raw),MZ002H-Pool14-P008B2-S082-T12(raw),MZ002H-Pool15-P008B2-S082-T00(raw),MZ002H-Pool15-P008B2-S082-T12(raw),MZ002H-Pool16-P008B2-S082-T00(raw),MZ002H-Pool16-P008B2-S082-T12(raw),MZ002H-Pool17-P008B2-S082-T00(raw),MZ002H-Pool17-P008B2-S082-T12(raw),MZ002H-Pool18-P008B2-S082-T00(raw),MZ002H-Pool18-P008B2-S082-T12(raw),MZ002H-Pool19-P008B2-S082-T00(raw),MZ002H-Pool19-P008B2-S082-T12(raw),MZ002H-Pool20-P008B2-S082-T00(raw),MZ002H-Pool20-P008B2-S082-T12(raw),MZ002H-Pool21-P008B2-S082-T00(raw),MZ002H-Pool21-P008B2-S082-T12(raw),MZ002H-Pool97-P008B2-S082-T00(raw),MZ002H-Pool97-P008B2-S082-T12(raw),MZ002H-Pool98-P008B2-S082-T00(raw),MZ002H-Pool98-P008B2-S082-T12(raw),MZ002H-Pool99-P008B2-S082-T00(raw),MZ002H-Pool99-P008B2-S082-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
425.7391@3.1385002,1,38300,1,1,1,161660,1,148465,15708,1,1,1,177923,9149,1,105594,1,15867,1,1,1,1,1,1,1,1,1,1,187487,1,11105,9070,1,16041,1,1,1,8917,1,1,1,1,1,1,1,1,1,157445,425.7391@3.1385002,425.7391,3.1385002,14,+,"(874.4621, 1760.75)(875.4686, 950.15)(876.4601, 326.67)(426.7472, 6971.46)(427.7547, 849.59)(428.7547, 58673.39)(429.7565, 3243.5)(852.4823, 9671.38)(853.4848, 4590.69)(854.4816, 1821.51)"
497.7735@3.1535454,29264,39148,36302,34017,28018,36104,41738,29309,33248,27367,1,34437,37726,46153,37471,38815,24637,35358,29158,32626,36735,34971,30971,34496,1,29582,28240,38493,37144,41099,35861,39838,35853,28602,28838,30726,38561,40215,1,31186,34262,34711,30017,50191,35055,28388,1,35867,497.7735@3.1535454,497.7735,3.1535454,44,+,"(498.7796, 7368.36)(499.78, 2153.58)(500.7693, 1858.44)(536.7338, 502.24)"
466.2475@3.1722999,1,51024,1,35645,42737,1,43365,24297,48658,42416,1,1,38432,1,44444,1,48475,1,46193,43305,48664,1,43238,48817,45566,35844,1,52036,45845,45461,60616,43840,38754,1,1,1,38581,45835,1,1,43719,1,1,54241,51634,1,53426,35490,466.2475@3.1722999,466.2475,3.1722999,30,+,"(467.2528, 9453.47)(468.2599, 3861.82)(469.2609, 662.48)(933.495, 574.09)(934.4939, 507.03)(935.4853, 650.7)"
525.3028@3.1689117,1,29091,28885,1,22413,17519,1,25271,30530,25671,1,1,31718,28299,25321,22072,1,1,23615,21726,25674,33123,1,1,25245,22148,30159,23118,1,19378,33273,22936,1,1,30688,21936,29609,23500,1,22129,23301,1,21681,22580,28968,23088,19991,35639,525.3028@3.1689117,525.3028,3.1689117,34,+,"(526.3108, 7382.2)(527.3119, 2425.76)(528.2926, 2314.24)"
504.2184@3.1672,1,26039,1,1,1,1,1,1,27154,1,1,20709,1,1,1,1,29526,1,1,1,1,1,1,1,24941,1,1,20163,1,23675,1,1,1,1,1,20142,22222,1,1,1,1,1,19081,1,1,1,1,1,504.2184@3.1672,504.2184,3.1672,10,+,"(505.2289, 7469.44)(506.2379, 5162.38)"
605.3232@3.179,1,1,1,1,1,43004,1,46985,53516,75386,1,1,1,1,1,1,1,40258,1,1,1,1,62188,33199,1,35209,1,1,57533,1,75787,1,1,1,1,1,1,1,1,1,54520,1,1,1,1,1,1,53288,605.3232@3.179,605.3232,3.179,12,+,"(606.3307, 10849.34)(607.3295, 6334.33)(608.3212, 3643.51)"
503.8832@3.1743045,1,1,1,27553,28524,1,1,1,27974,28571,26980,1,1,1,28957,1,26649,27340,1,1,1,1,31170,25738,25191,1,26354,28570,31052,24703,30210,1,1,1,29802,26548,1,1,1,28328,30672,1,1,1,26973,27346,27765,1,503.8832@3.1743045,503.8832,3.1743045,23,+,"(504.8933, 8115.99)(505.8816, 3278.88)(506.8767, 1665.67)"
626.3388@3.1659997,1,1,1,1,1,1,1,1,52522,1,1,1,1,1,1,1,1,1,1,48707,1,1,1,1,1,46696,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,626.3388@3.1659997,626.3388,3.1659997,3,+,"(627.347, 5659.44)(628.3439, 692.17)(629.3373, 1946.96)"
501.2892@3.1850002,1,1,1,1,2038119,1921829,1,1,2465103,2420655,1,1,1,1,2297190,2298570,1,1,2342969,2180703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30488,1,501.2892@3.1850002,501.2892,3.1850002,9,+,"(524.277, 2913.53)(502.2965, 618537.2)(503.2997, 189145.44)(504.3013, 31873.74)(505.3002, 4978.94)(506.3014, 594.25)"
904.4694@3.1655,32159,1,1,1,1,1,1,1,31602,1,1,1,1,1,1,1,30378,27835,1,1,1,1,1,1,28527,28660,29912,32809,1,1,1,1,1,1,29200,1,1,1,1,1,28635,28738,1,1,30294,1,1,1,904.4694@3.1655,904.4694,3.1655,12,+,"(905.4767, 6266.93)(906.4786, 3681.26)(907.4791, 1370.59)"
463.7131@3.1944315,247591,243087,245044,243290,244806,227691,1,1,253637,229534,238275,219237,245545,212164,1,240560,1,234898,246239,226821,243638,227029,235269,230742,234784,216110,243665,231455,233546,221685,232979,1,223278,218758,244914,225909,1,1,1,218168,247518,217112,1,230897,1,226640,1,234691,463.7131@3.1944315,463.7131,3.1944315,37,+,"(464.7204, 46943.45)(465.7236, 3533.38)(466.7181, 1512.23)(928.4416, 854.47)(929.4473, 471.98)(930.4602, 465.68)"
583.796@3.194,1,1,1,1,1,1,1,1,25324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,583.796@3.194,583.796,3.194,2,+,"(584.8033, 8100.91)(585.8068, 2090.56)"
393.1854@3.177,1,23514,24747,1,1,1,1,1,25756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,393.1854@3.177,393.1854,3.177,3,+,"(394.1919, 5812.35)(395.1915, 1491.6)"
555.3304@3.197174,1,42838,45390,47908,1,1,1,1,49762,39853,44811,1,40187,1,1,1,46268,1,1,35208,1,1,24776,1,41759,39637,44976,43897,42274,32025,1,1,44797,42671,42419,45875,1,1,1,1,41728,1,1,1,42911,40489,1,1,555.3304@3.197174,555.3304,3.197174,23,+,"(556.3382, 8574.07)(557.3375, 972.17)"
400.7566@3.1942496,36259,43860,1,1,1,1,1,64630,39338,45089,39872,1,1,1,70625,1,36828,43625,1,43228,69539,1,1,1,1,46269,1,1,69767,1,1,1,27523,1,1,37130,1,1,1,1,1,1,1,74246,1,1,1,1,400.7566@3.1942496,400.7566,3.1942496,16,+,"(401.7636, 11031.94)(402.7655, 951.57)(802.5172, 451.0)"
492.2386@3.2231054,27678,1,1,26722,1,26281,1,36869,28232,1,1,1,29956,1,23608,25342,30334,27934,39164,1,1,1,1,1,1,1,1,1,1,27343,31133,1,1,1,1,26071,1,1,1,23523,1,19721,26191,1,27573,1,1,24512,492.2386@3.2231054,492.2386,3.2231054,19,+,"(493.2457, 5470.53)(494.2347, 1690.71)(495.2289, 2640.78)"
499.7195@3.2102902,46427,45226,45231,45220,41925,1,43747,1,44771,44920,44479,43889,1,1,44202,1,47571,45014,46304,44081,46286,1,1,1,50055,43668,47648,42740,1,1,41229,1,42971,31534,49265,46303,1,41682,1,41160,47401,43384,1,1,46818,43360,1,1,499.7195@3.2102902,499.7195,3.2102902,31,+,"(500.7266, 10179.27)(501.7312, 2523.29)(502.7225, 509.9)"
298.0937@3.2581666,1,1,1,1,1,1,22779,1,18730,1,1,1,1,1,18668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,22335,1,1,1,1,1,1,1,1,14914,1,1,1,11276,1,1,1,1,298.0937@3.2581666,298.0937,3.2581666,6,+,"(299.101, 5491.62)(300.1008, 1279.45)"
765.3691@3.2598333,1,1,1,1,1,1,1,1,56295,1,1,1,1,49945,54955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47390,1,49907,1,1,1,1,50059,1,1,1,1,1,1,1,1,1,1,1,765.3691@3.2598333,765.3691,3.2598333,6,+,"(766.3765, 2431.34)(767.3773, 848.65)(768.3597, 13653.63)"
516.7671@3.247222,1,1,41923,1,1,1,1,34684,45280,1,1,1,1,1,1,1,1,1,1,1,1,35086,37365,1,1,1,1,1,39559,1,1,1,1,38136,1,1,1,1,1,1,33733,37110,1,1,1,1,1,1,516.7671@3.247222,516.7671,3.247222,9,+,"(517.7733, 5115.34)(518.771, 1074.67)(519.7778, 7024.7)"
768.3585@3.26575,1,1,1,1,1,1,1,1,44876,1,1,1,1,43777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38690,1,1,1,1,1,1,42315,1,1,1,1,1,1,1,1,1,1,1,768.3585@3.26575,768.3585,3.26575,4,+,"(769.3655, 9132.99)(770.3738, 1957.5)(771.3747, 406.94)"
383.2468@3.248125,3329308,3671141,1,1,1,1,1,1,4112835,3700816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3926982,3314029,1,1,1,1,1,1,1,1,1,1,3313786,3069989,1,1,1,1,1,1,383.2468@3.248125,383.2468,3.248125,8,+,"(384.2542, 892445.7)(385.2575, 210434.61)(386.26, 24880.65)(387.262, 2436.17)(388.2571, 241.87)"
620.8478@3.2507,1,1,1,1,1,1,1,1,19577,1,21320,1,16116,1,1,1,21594,1,19736,1,1,1,1,1,19443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16080,1,1,18522,16105,17926,1,1,1,620.8478@3.2507,620.8478,3.2507,10,+,"(621.8563, 5273.98)(622.855, 1396.04)(623.8604, 602.19)"
503.7554@3.2680888,81638,73480,87992,77098,83087,74686,80070,63025,86239,70952,68351,65397,75641,1,68628,69335,89180,80373,81123,81850,78960,78815,78872,74111,87386,76598,88753,84082,70227,76985,79516,70378,77233,1,83170,72204,71971,76426,1,59181,83133,70156,82985,81142,88148,78099,81457,80078,503.7554@3.2680888,503.7554,3.2680888,45,+,"(504.7624, 13565.95)(505.762, 4193.83)(506.7516, 786.88)(542.7212, 452.43)"
511.738@3.262979,79097,67578,82135,75725,70621,71558,72671,67303,78545,72119,71130,69097,74515,63501,73480,67121,74864,70045,78633,69848,72832,67414,71336,68459,75408,64393,75918,66415,72209,66023,70132,63440,70084,68666,78576,70205,76855,66840,1,58214,80037,66785,76892,67293,77227,67896,73733,63730,511.738@3.262979,511.738,3.262979,47,+,"(512.7454, 13220.19)(513.7489, 3343.92)(514.7439, 826.91)"
416.734@3.2665718,24493,30119,27964,28817,21684,1,1,19715,26458,27935,23582,26236,20071,1,1,26385,25559,26711,25831,21247,24003,21317,19090,23486,23759,25668,23185,28972,20518,23642,1,21977,22559,26061,22795,24083,21587,21556,1,21197,24774,23609,19566,26866,25027,26117,19819,25801,416.734@3.2665718,416.734,3.2665718,42,+,"(439.7188, 627.49)(417.7416, 8431.91)(418.7533, 1550.47)"
522.7984@3.2732725,74377,1,86807,88761,70975,76828,71307,76123,77927,97469,86150,1,68452,71894,71203,76515,89609,83594,80090,73575,79814,74072,72268,65442,88766,78593,88044,90776,70656,62669,86280,73265,71572,1,72002,90133,72058,78564,1,67440,77645,83713,65329,82207,78687,89791,61052,71096,522.7984@3.2732725,522.7984,3.2732725,44,+,"(545.7906, 3703.17)(546.7818, 605.45)(547.7951, 1174.52)(523.8058, 14817.1)(524.8025, 2467.82)(525.806, 2441.45)"
539.8228@3.2755334,1,127735,1,1,1,1,1,1,98700,1,94698,106553,1,93817,74127,81170,1,115091,98433,110237,1,87760,79523,77420,1,109743,92872,115517,1,84959,79948,88920,90143,1,94718,97193,1,80897,1,1,1,106893,67117,88432,95930,109967,75501,81201,539.8228@3.2755334,539.8228,3.2755334,30,+,"(540.8296, 25732.34)(541.8302, 2741.04)"
488.7688@3.267708,16406,24886,1,21841,1,17650,1,1,22407,1,21034,19648,1,1,15461,15125,19864,20734,16982,17113,1,1,15613,1,17790,19881,21791,20126,1,1,1,1,19784,1,1,1,1,16099,1,1,17824,17050,1,20127,1,18950,1,1,488.7688@3.267708,488.7688,3.267708,24,+,"(489.7761, 7063.09)(490.775, 1328.73)(491.785, 793.71)"
486.2912@3.271371,31751,40262,33072,36491,1,1,22534,26103,32695,38368,30275,28898,28921,31714,1,1,33772,1,34252,1,24102,1,26897,26666,1,39058,31109,35272,1,1,25491,28057,1,33179,1,1,21585,1,1,1,31273,1,1,1,31640,1,1,28224,486.2912@3.271371,486.2912,3.271371,27,+,"(995.5759, 391.3)(487.2982, 9308.44)(488.2959, 1984.28)(489.2984, 577.56)"
533.7891@3.2664447,29701,36576,31245,31296,1,1,1,1,29024,1,29031,33461,1,1,1,1,29984,30787,1,1,1,28063,1,1,1,26154,1,1,31099,1,1,1,32796,30337,1,33305,1,1,1,1,1,31772,1,1,1,34124,1,30242,533.7891@3.2664447,533.7891,3.2664447,18,+,"(534.7964, 6424.4)(535.7975, 1205.0)(536.8001, 114.65)"
653.8337@3.270914,33282,45200,1,45060,20370,1,39498,1,43445,1,33372,1,31451,29502,15942,31491,1,30432,30509,24304,1,31351,1,16926,27683,26322,27843,31567,25792,1,31827,27215,34167,33799,28863,36993,24992,33426,1,1,30029,30658,32397,25392,29193,1,25911,1,653.8337@3.270914,653.8337,3.270914,35,+,"(654.8421, 5708.33)(655.8467, 2623.21)(656.8302, 1174.72)"
226.1682@3.2877858,1,1,46347,1,1,1,25197,1,47517,1,1,1,43618,1,1,1,46427,1,40728,1,43081,1,20664,1,42583,1,1,1,18608,1,1,1,41501,1,39859,1,1,1,1,1,1,1,1,1,40489,1,19842,1,226.1682@3.2877858,226.1682,3.2877858,14,+,"(227.1758, 8686.69)(228.1784, 1224.24)"
522.2968@3.2734737,1,219345,1,1,142476,136973,161052,144388,143704,195862,155820,195481,1,162493,153463,178605,161740,180196,172901,1,158752,158589,154620,1,159898,171538,157719,204188,160838,147086,159622,149787,167666,174483,152971,178612,1,149777,1,161784,162971,195149,138338,1,166034,1,133184,192748,522.2968@3.2734737,522.2968,3.2734737,38,+,"(545.2911, 8079.58)(523.3042, 35538.79)(524.3052, 7182.33)(525.3056, 2155.37)"
891.2451@3.2806003,59641,67251,63642,62121,36052,1,1,1,64969,58886,57152,56267,1,1,1,1,57500,1,59865,1,41072,1,1,1,58363,61790,61000,75584,1,1,38683,1,67445,58639,62059,67657,1,1,1,1,74568,55658,1,1,59593,66935,1,1,891.2451@3.2806003,891.2451,3.2806003,25,+,"(892.2521, 8564.28)(893.2548, 3406.2)(894.257, 588.46)"
891.7467@3.2756088,38453,36673,36672,43355,1,1,1,1,42330,37553,37558,1,1,1,1,1,41626,37306,39957,35090,1,1,1,1,40122,36375,52879,52439,1,1,1,1,40945,34374,41488,49518,1,1,1,1,39628,38257,1,1,42338,37121,1,1,891.7467@3.2756088,891.7467,3.2756088,23,+,"(892.7539, 6320.45)(893.7559, 1252.51)(894.7535, 365.48)"
500.2207@3.2757924,22838,23756,23264,20764,1,1,1,27202,25104,1,1,20754,1,1,27238,40127,1,21883,20363,20179,19540,19318,42955,41558,22368,23118,21706,1,16504,43406,29570,1,1,24007,20147,1,43236,1,1,18278,21457,25023,1,1,1,1,1,16508,500.2207@3.2757924,500.2207,3.2757924,29,+,"(501.2282, 7108.41)(502.2336, 1330.82)(503.2322, 767.17)"
466.2259@3.2900002,138582,1,149697,160754,1,1,136827,134354,152973,157398,1,1,123355,1,1,1,1,1,153648,1,1,131251,1,138585,134702,143273,157060,1,137339,1,134069,138369,135499,126757,137266,128794,1,1,1,1,136540,1,1,1,131990,1,1,149633,466.2259@3.2900002,466.2259,3.2900002,24,+,"(467.2334, 48642.59)(468.236, 7828.9)(469.2329, 2010.14)(933.4639, 679.72)(934.4742, 591.3)(935.4779, 682.01)"
549.2781@3.291,1,1,1,1,1,1,1,1,70795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34764,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,549.2781@3.291,549.2781,3.291,2,+,"(550.2854, 6712.62)(551.2931, 4725.06)(552.2952, 3017.22)"
591.315@3.3092105,73202,70465,75162,70770,71904,58633,59951,61100,72137,60544,1,55052,76342,66883,72421,1,69867,1,99583,59226,1,1,66150,1,62129,70334,73212,70339,38183,1,71771,67618,51345,72782,54009,57354,62509,69075,1,64634,1,1,65307,73630,62138,73776,59278,69451,591.315@3.3092105,591.315,3.3092105,38,+,"(592.3222, 14469.75)(593.3211, 4755.99)(594.3205, 5050.6)(595.3185, 576.45)"
742.8693@3.3051248,1,26153,1,1,1,1,1,1,31808,1,1,29812,1,1,1,25496,24850,1,1,1,1,1,1,1,1,1,28480,1,1,1,1,1,1,1,1,1,29902,1,1,1,1,1,1,28789,1,1,1,1,742.8693@3.3051248,742.8693,3.3051248,8,+,"(743.8761, 5942.72)(744.8807, 2943.01)(745.88, 1222.05)"
634.8334@3.321636,1,1,1,1,54397,1,1,43043,50043,50389,1,1,1,13112,1,1,1,1,54487,1,1,40126,1,15908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47024,1,1,1,54943,1,1,1,50186,634.8334@3.321636,634.8334,3.321636,11,+,"(635.8402, 11214.89)(636.8389, 3885.49)(637.8377, 1203.33)(673.7922, 456.5)"
438.1775@3.2981906,139667,137210,138326,133225,1,1,1,1,150047,130885,134476,1,1,1,1,1,139422,125497,135503,1,1,1,1,1,152310,120383,135579,132710,1,1,1,1,135217,1,128622,125576,1,1,1,1,130935,123146,1,1,135621,124642,1,1,438.1775@3.2981906,438.1775,3.2981906,21,+,"(461.1692, 497.35)(899.3469, 428.92)(439.185, 25022.5)(440.1838, 9863.13)(441.1844, 3284.94)(442.1805, 236.4)(877.3611, 2594.75)(878.367, 1487.08)"
434.6756@3.3152745,84570,89907,85760,86816,1,1,1,71292,85117,84759,82283,81778,1,69864,1,1,84615,83959,82177,1,70047,69635,68579,68936,76838,75868,82071,88057,69272,66854,69243,69784,83107,78919,80039,81407,65254,67225,1,70641,81645,81887,66714,70835,80967,79650,64980,74394,434.6756@3.3152745,434.6756,3.3152745,40,+,"(457.6596, 1272.48)(458.6613, 688.16)(435.6828, 2989.8)(436.6844, 1316.55)(437.6839, 23227.02)"
399.7295@3.3205564,85621,95074,89338,95781,86239,1,96440,69454,99844,93095,85721,84224,79951,1,76064,1,89660,91493,81229,1,97956,58150,88397,77665,1,1,85734,88277,83890,76101,82875,76827,78703,81055,81386,1,82685,1,1,1,83341,85442,81319,68163,96827,83315,1,1,399.7295@3.3205564,399.7295,3.3205564,36,+,"(400.7376, 5154.12)(401.7385, 1091.93)(402.7224, 789.18)(800.466, 5292.38)(801.4682, 2523.88)(802.4624, 982.74)"
764.3966@3.3078334,1,39409,36080,70274,1,1,1,1,43913,1,42334,1,1,1,1,1,1,1,1,32040,27132,32283,40059,1,1,1,1,1,36185,1,1,1,1,1,40055,1,1,1,1,1,1,43583,1,1,1,1,1,1,764.3966@3.3078334,764.3966,3.3078334,12,+,"(765.4154, 8211.08)(766.4115, 3364.99)(767.4156, 3498.81)"
561.8372@3.3179092,1,198071,1,1,1,1,1,1,168789,190970,163395,176192,1,180937,148376,1,1,1,1,1,1,1,1,1,1,1,160660,1,453960,1,1,1,1,1,1,1,1,1,1,1,1,161690,1,165379,1,1,1,1,561.8372@3.3179092,561.8372,3.3179092,11,+,"(562.8375, 40302.78)(563.8258, 5845.09)(564.8172, 47676.81)(565.821, 8522.46)"
508.3043@3.32868,1,1,1,1,32067,24246,27746,1,31482,1,22136,26085,26840,1,1,25751,28776,1,27784,1,1,1,1,27118,1,21345,1,28435,1,28309,29378,28237,1,1,1,21042,21631,22104,1,1,24699,1,1,34051,34434,30603,25078,27172,508.3043@3.32868,508.3043,3.32868,25,+,"(531.2885, 2505.81)(509.3114, 8177.87)(510.3161, 2108.5)(511.3098, 1524.0)"
740.3597@3.3396153,1,34208,35474,44823,33094,1,1,1,41321,34143,1,36201,26064,34094,1,47827,50156,1,42983,1,1,1,26356,30654,1,1,1,35196,1,23596,1,42095,38678,1,37429,1,1,1,1,1,1,33595,25044,26190,38540,37128,30589,47097,740.3597@3.3396153,740.3597,3.3396153,26,+,"(763.3498, 979.73)(741.3672, 6299.94)(742.3743, 4216.99)"
639.8035@3.3366199,49767,44309,37591,1,47382,48493,45278,44159,43184,42719,41914,40732,50556,48626,1,42464,39225,36962,38388,39208,46440,41768,43559,44642,1,37929,39354,35896,48662,41424,46078,41529,1,1,34107,33618,48523,51647,1,48986,37240,36548,51433,53255,36554,39800,45151,46237,639.8035@3.3366199,639.8035,3.3366199,42,+,"(640.8112, 12952.47)(641.8288, 950.83)(642.8325, 3182.08)"
597.3351@3.3251603,49131,50097,52224,1,1,1,34816,1,52565,47592,54031,49784,1,1,1,1,44300,47147,46366,39770,1,1,34972,1,1,40502,46823,50338,31714,1,1,33976,44926,1,1,50707,1,1,1,1,1,42459,41957,1,46198,44201,26038,1,597.3351@3.3251603,597.3351,3.3251603,25,+,"(598.3461, 14508.4)(599.3387, 5778.72)"
573.7981@3.3274999,1,1,1,1,1,1,45461,1,53668,1,45547,47318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,573.7981@3.3274999,573.7981,3.3274999,4,+,"(574.8057, 10627.28)(575.8006, 2490.73)(576.7917, 1089.79)"
623.3224@3.342179,31668,28595,33410,30826,28274,27862,25313,27476,37552,27000,31944,1,1,32367,1,30670,30876,27654,29185,26495,34300,29687,29003,21602,26453,1,26794,28255,31769,1,24243,32218,30257,1,25959,29313,25151,31844,1,25133,1,32629,29637,1,31485,34201,30629,26972,623.3224@3.342179,623.3224,3.342179,39,+,"(624.3296, 6496.03)(625.3253, 3074.57)(626.3393, 1835.17)"
446.7582@3.3275557,62590,71313,1,1,1,66883,1,1,64188,1,1,1,62466,1,64456,1,1,1,62178,1,1,1,1,1,1,1,1,1,1,1,63498,1,1,1,1,1,1,1,1,1,1,1,1,68714,1,1,1,1,446.7582@3.3275557,446.7582,3.3275557,9,+,"(469.7499, 708.06)(916.5002, 510.03)(447.7661, 24713.98)(932.476, 501.34)(933.4995, 410.28)(485.7249, 599.37)"
693.8601@3.3441498,1,1,29204,34058,1,1,30357,1,37712,33202,1,1,1,1,1,1,38552,1,33970,1,29887,32009,33942,1,1,22196,1,29279,1,1,1,1,1,23168,37190,29439,1,1,1,1,23199,1,1,42048,22545,25156,29439,1,693.8601@3.3441498,693.8601,3.3441498,20,+,"(694.8673, 6073.69)(695.8725, 1601.29)(696.8621, 2250.39)"
662.7622@3.3468182,31960,30333,27195,28743,24112,23285,23528,1,32254,29791,32320,30568,24016,1,22986,22712,30857,1,29997,1,24909,1,25148,18567,27429,27160,30135,28615,1,23235,23144,1,1,1,1,29026,1,1,1,1,30043,30234,1,24549,31658,28656,23361,22724,662.7622@3.3468182,662.7622,3.3468182,33,+,"(685.746, 395.27)(663.77, 5760.27)(664.7708, 3968.09)(665.7711, 1868.91)(701.7243, 485.4)"
588.3063@3.3401818,30117,1,1,1,1,1,31915,1,37503,1,25180,1,1,1,1,1,1,1,1,21101,1,37707,1,1,1,1,1,1,1,1,1,38895,36148,51402,1,1,1,1,1,1,1,1,1,1,1,44383,1,43700,588.3063@3.3401818,588.3063,3.3401818,11,+,"(589.3142, 15754.09)(590.316, 5281.82)"
608.2743@3.375875,1,1,1,1,1,1,1,1,234950,199370,1,1,1,1,279754,279486,1,1,1,1,207402,226625,1,1,295045,247974,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,608.2743@3.375875,608.2743,3.375875,8,+,"(609.2814, 53846.24)(610.2853, 17303.67)(611.2888, 4933.69)"
285.1002@3.2896364,69821,47802,1,1,85687,78187,95432,88818,78288,54242,1,1,1,1,1,1,1,1,1,1,59723,1,1,1,89876,1,1,1,1,1,1,1,1,1,1,1,50957,1,1,1,1,1,1,1,1,1,1,1,285.1002@3.2896364,285.1002,3.2896364,11,+,"(286.1075, 10974.56)(287.1114, 2151.98)(288.1151, 520.11)"
670.3484@3.3685453,1,1,926976,1,1,1,1,1,940947,864473,1,1,1,1,1,1,1,894903,37146,1,1,1,1,1,1,809663,926198,44858,49568,1,38356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,819124,670.3484@3.3685453,670.3484,3.3685453,11,+,"(671.3564, 6392.57)(672.36, 4971.47)(673.3653, 271045.2)"
680.3411@3.3784351,560078,496896,579046,524983,543643,507454,504617,496362,577103,530267,569629,520162,546840,482597,1,531398,550052,527661,554491,512481,536260,479103,526179,523893,549754,503109,521780,515331,518055,500999,497993,479120,495913,483102,522082,502915,527983,499710,1,484967,550235,505012,531560,491075,552037,520153,534504,493470,680.3411@3.3784351,680.3411,3.3784351,46,+,"(681.3487, 167139.73)(682.3502, 20414.04)(683.348, 3768.94)"
448.8981@3.3753934,47640,42164,46049,1,43847,1,1,1,44693,1,43391,46821,45332,1,45893,1,42875,39513,1,41959,44557,1,44731,1,41458,1,47844,36982,1,1,39567,1,41452,34839,44515,35165,1,38851,1,34074,41433,1,40548,32834,1,1,42387,1,448.8981@3.3753934,448.8981,3.3753934,28,+,"(449.9051, 15172.57)(450.904, 871.72)"
