Sample,,,,,,,IS_SPARTEINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,FLUOXETINE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,FAMPROFAZONE Results,,BISACODYL Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,IRBESARTAN Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,NORETHINDRONE ACETATE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ009F-4Pool-P6-R30-T12,MZ009F-4Pool-P6-R30-T12.d,Sample,,2/23/2018 4:16 AM,1.031,1136778,1.177,2013353,1.177,2372946,1.289,87975,1.658,691591,1.792,1047300,1.613,2394969,1.949,2920380,1.982,427091,1.960,2909587,2.195,1263726,2.329,74093,2.452,854251,2.564,1582314,2.542,1318779,2.788,6495224,2.810,4025942,3.056,2004153,3.101,1182118,3.470,122320,3.437,1168464,3.549,2026608,3.549,1101388,3.549,2794688,3.526,4296083,3.582,4723975,3.627,9238,3.694,5527896,3.750,4678227,3.761,2241679,3.895,202606,3.996,9033116,4.097,4279572,,,4.332,23890,4.276,463253,4.287,3487647,4.320,1363996,4.365,5067186,4.399,798570,4.499,64368,4.533,3560563,4.589,3533932,4.857,2635,4.701,4417114
,!,MZ009F-4Pool-P6-R32-T12,MZ009F-4Pool-P6-R32-T12.d,Sample,,2/23/2018 4:22 AM,1.041,1205155,1.176,1859131,1.176,2175854,1.288,76763,1.646,590711,1.780,808497,1.601,2170901,1.948,2602398,1.970,349173,1.948,2449466,2.183,782936,2.317,16969,2.440,991269,2.552,1288291,2.529,1220908,2.787,6457307,2.798,3898001,3.055,1978456,3.089,1147603,3.458,115337,3.424,1206979,3.536,2117366,3.547,1136741,3.547,2846784,3.539,4020992,3.603,5174204,3.637,2805,3.693,5349762,3.749,4923377,3.782,2326261,3.894,213700,4.006,8852352,4.084,4955002,4.509,1595,4.308,13638,4.263,436248,4.286,3599900,4.319,1132643,4.353,5049637,4.386,822770,4.498,64597,4.521,3509492,4.588,3475227,5.158,6340,4.700,4271320
!,!,MZ009F-4Pool-P6-C25-T12,MZ009F-4Pool-P6-C25-T12.d,Sample,,2/23/2018 4:29 AM,1.042,1104780,1.187,2068095,1.187,2441323,1.288,88033,1.657,671145,1.792,864598,1.613,2351464,1.948,2840090,1.982,381029,1.959,2719233,2.194,1156582,2.295,3930,2.452,878716,2.563,1560877,2.541,1362543,2.787,6767930,2.810,4185925,3.045,2107031,3.100,1165629,3.470,133853,3.436,1162129,3.548,2075766,3.548,1150650,3.548,2735640,3.526,4278419,3.581,4640028,3.626,408,3.705,5336672,3.760,4982955,3.772,2010827,3.906,204769,4.007,9416936,4.096,4546817,,,4.331,16084,4.275,449639,4.297,3432627,4.320,1186776,4.365,5214965,4.398,837271,4.510,65029,4.532,3705449,4.600,3558009,5.159,5609,4.711,4330236
!,!,MZ009F-4Pool-P6-C26-T12,MZ009F-4Pool-P6-C26-T12.d,Sample,,2/23/2018 4:35 AM,1.030,1125252,1.164,1935190,1.164,2298359,1.276,89164,1.645,709064,1.779,1117733,1.600,2415662,1.947,2813290,1.969,424720,1.947,2898365,2.182,907418,2.316,97650,2.439,929091,2.551,1554703,2.529,1381724,2.786,6387446,2.797,4017303,3.043,1959586,3.088,1235410,3.457,143430,3.424,1206872,3.524,2189484,3.547,1114102,3.547,2906967,3.524,4123097,3.614,5008282,3.625,15272,3.703,5182939,3.748,4757452,3.782,2238596,3.894,213143,4.005,8349979,4.095,4599194,,,4.308,25567,4.263,451303,4.285,3498974,4.319,1487237,4.352,4947031,4.386,787723,4.498,64874,4.520,3426358,4.587,3502877,4.856,2265,4.699,4127542
,!,MZ009F-4Pool-P6-C27-T12,MZ009F-4Pool-P6-C27-T12.d,Sample,,2/23/2018 4:41 AM,1.032,1053365,1.188,2195854,1.177,2520662,1.278,94431,1.658,775694,1.781,1468871,1.614,2615024,1.949,2947160,1.983,414951,1.960,2995628,2.195,1233174,2.318,135052,2.441,915135,2.564,1644460,2.542,1448256,2.788,7031618,2.811,4372504,3.045,2104272,3.101,1222764,3.471,166594,3.437,1219873,3.538,2157937,3.538,1190146,3.549,2921119,3.526,4486253,3.582,5018405,3.616,25017,3.705,5734109,3.761,5153618,3.773,2537329,3.907,220770,4.008,9844464,4.097,4807686,4.522,2016,4.332,33809,4.276,497003,4.298,3546101,4.321,1799912,4.365,5569611,4.399,883850,4.500,66689,4.533,3789092,4.600,3987591,4.858,2317,4.701,4932633
!,!,MZ009F-4Pool-P6-C28-T12,MZ009F-4Pool-P6-C28-T12.d,Sample,,2/23/2018 4:48 AM,1.029,1129328,1.163,2002451,1.163,2347505,1.275,88944,1.644,750718,1.778,1397596,1.599,2350235,1.946,2810194,1.969,405233,1.946,2891758,2.181,914494,2.315,163921,2.438,892583,2.550,1491983,2.528,1425613,2.785,6678908,2.796,2660097,3.054,1915969,3.087,1242595,3.456,153017,3.423,1272877,3.524,2141907,3.546,1156801,3.535,3062643,3.524,4278464,3.613,5277774,3.635,25859,3.703,5501727,3.747,4874649,3.781,2376417,3.893,215761,4.005,8671073,4.094,4721522,,,4.307,32034,4.262,463621,4.284,3531511,4.318,1756514,4.363,5082945,4.396,815523,4.497,65322,4.519,3481191,4.598,3566479,4.866,2263,4.698,4325176
,!,MZ009F-4Pool-P6-C29-T12,MZ009F-4Pool-P6-C29-T12.d,Sample,,2/23/2018 4:54 AM,1.043,1065462,1.178,2045214,1.178,2368920,1.289,88188,1.659,751563,1.793,1376924,1.614,2435512,1.949,2877119,1.983,421892,1.961,2993031,2.196,1203029,2.319,142347,2.453,896552,2.565,1520202,2.542,1401643,2.800,6578461,2.811,4113158,3.046,1930173,3.102,1172085,3.471,156110,3.437,1187401,3.538,2063497,3.538,1127583,3.549,2843556,3.527,4406240,3.583,4917947,3.627,28747,3.695,5732931,3.762,4796268,3.773,2460242,3.907,203978,4.008,9364940,4.097,4643666,4.534,2249,4.332,38602,4.276,461359,4.299,3429926,4.321,1706190,4.366,5075448,4.399,806819,4.511,65501,4.534,3521186,4.601,3536315,4.869,1555,4.701,4472839
,!,MZ009F-4Pool-P6-C30-T12,MZ009F-4Pool-P6-C30-T12.d,Sample,,2/23/2018 5:01 AM,1.031,1106334,1.166,1916468,1.166,2264747,1.266,85011,1.647,731573,1.781,1423105,1.602,2363864,1.949,2715611,1.971,408632,1.949,2848792,2.184,915462,2.318,195923,2.441,926646,2.553,1425619,2.530,1317147,2.788,6249696,2.799,3891184,3.045,1902534,3.090,1217588,3.459,141793,3.425,1238834,3.526,2100038,3.549,1110195,3.549,2965069,3.526,4201089,3.604,5037974,3.627,33034,3.694,5406178,3.750,4647115,3.783,2292936,3.895,191782,4.007,8228649,4.085,4500222,4.499,2682,4.309,36323,4.264,447330,4.276,3416717,4.320,1666734,4.354,4869179,4.388,778512,4.499,58701,4.522,3306136,4.589,3361743,4.857,2499,4.701,4141239
,!,MZ009F-4Pool-P6-C31-T12,MZ009F-4Pool-P6-C31-T12.d,Sample,,2/23/2018 5:07 AM,1.041,1128721,1.186,2023029,1.186,2356045,1.287,91149,1.656,731391,1.790,1289548,1.611,2430719,1.947,2845513,1.980,413876,1.969,2884220,2.193,1233439,2.327,164146,2.450,883187,2.562,1422971,2.540,1371118,2.797,6524576,2.808,4038950,3.054,1980992,3.099,1140895,3.468,138493,3.435,1183645,3.547,2138321,3.547,1104882,3.558,2913119,3.524,4453909,3.580,4667473,3.625,19718,3.703,5397769,3.759,4776825,3.770,2181498,3.905,195355,4.005,9189955,4.095,4692253,4.486,2690,4.330,36972,4.274,445461,4.285,3481696,4.318,1584205,4.363,5008837,4.397,781588,4.509,63513,4.531,3364425,4.598,3307293,4.855,1464,4.710,4165543
,!,MZ009F-4Pool-P6-C32-T12,MZ009F-4Pool-P6-C32-T12.d,Sample,,2/23/2018 5:14 AM,1.020,1229119,1.166,2005283,1.166,2394218,1.278,90590,1.647,723628,1.781,1297795,1.591,2382210,1.949,2851960,1.971,405014,1.949,2905400,2.184,886688,2.318,146906,2.441,876598,2.553,1509093,2.531,1365108,2.777,6703636,2.799,4061855,3.045,2107976,3.090,1258507,3.459,150818,3.426,1268947,3.526,2121252,3.549,1166360,3.538,3016796,3.526,4241761,3.605,5245507,3.627,19292,3.694,5420964,3.750,4861919,3.772,2314124,3.896,209224,4.007,8768004,4.086,4789054,4.567,1992,4.321,32528,4.265,467419,4.276,3597094,4.321,1604924,4.354,5142594,4.388,812916,4.500,64130,4.522,3489508,4.589,3535672,4.846,2477,4.701,4281028
,!,MZ009F-4Pool-P6-C33-T12,MZ009F-4Pool-P6-C33-T12.d,Sample,,2/23/2018 5:20 AM,1.030,1015942,1.176,1997658,1.176,2282955,1.288,87121,1.657,726689,1.791,1297444,1.623,2197116,1.948,2840443,1.981,387054,1.959,2729556,2.194,1159645,2.328,174466,2.451,939602,2.563,1479606,2.541,1292640,2.798,6362433,2.809,3939728,3.055,2025719,3.100,1125906,3.469,144259,3.436,1171262,3.548,2071766,3.548,1086522,3.548,2742506,3.525,4253847,3.581,4503491,3.626,20109,3.693,5494360,3.760,4693963,3.760,2106159,3.894,195044,4.006,9300705,4.084,4955849,4.510,1192,4.331,38800,4.275,470397,4.286,3440144,4.319,1579384,4.364,5018683,4.398,796676,4.510,64303,4.532,3417017,4.599,3459469,4.856,2059,4.700,4066308
!,!,MZ009F-4Pool-P6-C34-T12,MZ009F-4Pool-P6-C34-T12.d,Sample,,2/23/2018 5:27 AM,1.042,1041240,1.176,2035701,1.165,2396998,1.277,100279,1.646,748070,1.780,1378608,1.601,2506910,1.948,2856809,1.971,413857,1.948,2932726,2.183,929298,2.306,181921,2.440,926254,2.552,1636393,2.530,1410279,2.776,6752818,2.798,4168308,3.045,2084673,3.089,1282381,3.459,151761,3.425,1257422,3.526,2202982,3.548,1208124,3.548,3150531,3.526,4339681,3.604,5284075,3.637,19710,3.705,5534713,3.749,4926425,3.783,2326324,3.895,208330,4.007,8495037,4.096,4580279,,,4.309,40104,4.264,484871,4.286,3581529,4.320,1644783,4.353,5088586,4.387,812055,4.499,65461,4.521,3552997,4.588,3630964,4.857,2073,4.700,4280185
!,!,MZ009F-4Pool-P6-C35-T12,MZ009F-4Pool-P6-C35-T12.d,Sample,,2/23/2018 5:33 AM,1.043,1052211,1.188,1839104,1.188,2107329,1.300,83498,1.658,698870,1.792,1274632,1.624,2122974,1.949,2655224,1.982,387484,1.960,2639521,2.195,1162174,2.318,168605,2.441,892745,2.564,1280615,2.542,798644,2.788,5962388,2.810,3700984,3.045,1821944,3.101,1120277,3.470,139682,3.437,1201477,3.548,2020059,3.548,1021103,3.548,2852294,3.526,4219399,3.582,4257229,3.616,27726,3.694,5391818,3.761,4364128,3.761,2149197,3.906,171145,3.996,8081697,4.097,3552853,,,4.331,32488,4.276,402227,4.287,3089467,4.320,1480613,4.354,4511626,4.399,728139,4.499,56924,4.522,3047794,4.589,2935329,5.159,2340,4.701,3528813
,!,MZ009F-4Pool-P6-C36-T12,MZ009F-4Pool-P6-C36-T12.d,Sample,,2/23/2018 5:39 AM,1.021,1117421,1.166,1980971,1.166,2235552,1.278,86906,1.647,733398,1.781,1410014,1.602,2357005,1.949,2712076,1.971,406120,1.949,2848721,2.184,877792,2.307,172044,2.441,937155,2.553,1456230,2.531,1309909,2.777,6416568,2.799,3956285,3.045,1896798,3.090,1232798,3.459,143743,3.426,1313351,3.526,2115394,3.549,1136927,3.538,2988421,3.526,4141797,3.605,5137436,3.638,27297,3.694,5468625,3.750,4786980,3.784,2227884,3.896,203554,4.007,8056557,4.097,4194648,4.500,1216,4.310,37026,4.265,453594,4.287,3416076,4.321,1719720,4.354,4900452,4.388,787844,4.500,64668,4.522,3383151,4.589,3431207,4.869,1443,4.701,3994255
!,!,MZ009F-4Pool-P6-C37-T12,MZ009F-4Pool-P6-C37-T12.d,Sample,,2/23/2018 5:46 AM,1.032,999187,1.178,1924679,1.178,2260422,1.290,93240,1.659,734412,1.782,1387087,1.614,2381324,1.950,2839902,1.983,425178,1.961,2974553,2.196,1213010,2.319,229878,2.442,874717,2.565,1559004,2.543,892345,2.789,6300929,2.811,3939138,3.046,1805389,3.102,1203498,3.471,152459,3.438,1235907,3.538,2104808,3.538,1123087,3.549,2890283,3.527,4291739,3.583,4611161,3.717,3416,3.706,5573152,3.762,4492569,3.773,2223615,3.907,196165,4.008,8910039,4.098,4460884,,,4.332,43528,4.277,459522,4.288,3263554,4.321,1718344,4.366,4747523,4.400,772913,4.500,64700,4.523,3435181,4.601,3372735,5.149,1095,4.702,4127790
,!,MZ009F-4Pool-P6-C38-T12,MZ009F-4Pool-P6-C38-T12.d,Sample,,2/23/2018 5:52 AM,1.021,1092666,1.167,2074509,1.167,2338457,1.279,89980,1.648,738415,1.782,1328537,1.603,2382159,1.950,2819296,1.972,411936,1.950,2989181,2.185,921170,2.308,185763,2.442,908128,2.554,1468098,2.532,1328115,2.778,6458705,2.800,4024484,3.046,1939014,3.091,1207738,3.460,158496,3.427,1262542,3.527,2127578,3.538,1147046,3.538,2886728,3.527,4136100,3.606,5028789,3.729,3168,3.695,5287605,3.751,4833241,3.773,2304443,3.896,204619,4.008,8089420,4.087,4408775,4.489,2004,4.310,39700,4.266,455752,4.288,3490893,4.321,1658720,4.355,4919767,4.389,785747,4.500,60613,4.523,3371453,4.590,3396336,4.859,2410,4.702,4049769
!,!,MZ009F-4Pool-P6-C39-T12,MZ009F-4Pool-P6-C39-T12.d,Sample,,2/23/2018 5:59 AM,1.031,1048143,1.177,1936644,1.177,2240656,1.289,84165,1.658,734532,1.792,1314465,1.613,2239623,1.949,2752762,1.982,402828,1.960,2776525,2.195,1129228,2.318,190990,2.452,901472,2.564,1365840,2.542,1380597,2.799,6291751,2.810,3938060,3.045,1931689,3.101,1156732,3.470,141286,3.437,1230880,3.549,2084662,3.549,1082895,3.549,2813531,3.526,4298101,3.582,4532966,3.616,29517,3.705,5439404,3.761,4671225,3.772,2108007,3.906,201167,4.007,9189322,4.097,4887373,,,4.343,38807,4.276,440236,4.298,3285516,4.320,1632850,4.365,4892809,4.399,771258,4.499,65049,4.533,3366772,4.600,3319203,4.835,1996,4.701,3957169
,!,MZ009F-4Pool-P6-C40-T12,MZ009F-4Pool-P6-C40-T12.d,Sample,,2/23/2018 6:05 AM,1.021,1046516,1.166,1841134,1.166,2098229,1.278,68209,1.647,714070,1.781,1393990,1.602,2066704,1.949,2459267,1.960,339926,1.949,2434384,2.184,748457,2.318,190580,2.441,998538,2.553,1243036,2.531,1196003,2.777,6205624,2.800,3792836,3.057,1920925,3.090,1135985,3.460,146374,3.426,1267946,3.527,2174040,3.549,1135442,3.538,2925229,3.527,4173032,3.605,5012142,3.728,3839,3.694,5324065,3.750,4756498,3.784,2261869,3.896,199888,4.008,8803454,4.086,4938414,4.522,2043,4.321,35993,4.265,454163,4.287,3406048,4.321,1728110,4.355,4909624,4.388,776534,4.500,61511,4.522,3384467,4.589,3379385,5.138,502,4.701,4052414
!,!,MZ009F-4Pool-P6-C41-T12,MZ009F-4Pool-P6-C41-T12.d,Sample,,2/23/2018 6:12 AM,1.031,1091665,1.176,2009159,1.176,2320827,1.288,86267,1.657,748091,1.792,1264573,1.613,2133870,1.948,2798757,1.982,379556,1.959,2617696,2.194,1107365,2.328,158485,2.452,908001,2.563,1364768,2.541,1232298,2.798,6345007,2.810,3924137,3.044,1987092,3.100,1121660,3.470,134466,3.436,1155269,3.537,2039102,3.537,1064043,3.548,2870339,3.525,4315831,3.581,4564692,3.615,19759,3.693,5512240,3.760,4770741,3.772,2063446,3.895,180877,4.007,9436562,4.096,4984618,,,4.331,33782,4.275,435435,4.286,3336393,4.320,1552643,4.364,4879205,4.398,790478,4.510,58724,4.532,3420097,4.599,3239994,4.846,1580,4.700,3857504
!,!,MZ009F-4Pool-P6-C42-T12,MZ009F-4Pool-P6-C42-T12.d,Sample,,2/23/2018 6:18 AM,1.043,1129625,1.166,1882657,1.177,2133514,1.277,86493,1.647,712404,1.781,1181818,1.602,2181637,1.949,2687571,1.971,420851,1.949,2913030,2.184,947688,2.318,172863,2.441,861119,2.553,1405033,2.530,1349320,2.777,5961570,2.799,3747812,3.045,1815294,3.090,1199349,3.459,120245,3.425,1235689,3.526,2123061,3.537,1052396,3.537,2938063,3.526,4017329,3.604,4665456,3.716,3264,3.705,5162638,3.750,4443426,3.783,2062993,3.895,188046,4.007,6940545,4.097,3647328,,,4.320,29244,4.264,418249,4.287,3208686,4.320,1443701,4.354,4530719,4.387,732741,4.499,56613,4.522,3098122,4.589,3038116,5.148,4638,4.701,3526299
!,!,MZ009F-4Pool-P6-C43-T12,MZ009F-4Pool-P6-C43-T12.d,Sample,,2/23/2018 6:25 AM,1.032,1233756,1.177,1930647,1.177,2250457,1.289,86451,1.658,736084,1.792,1358119,1.613,2258469,1.949,2789425,1.983,392099,1.960,2716658,2.195,1167175,2.329,196451,2.441,877649,2.564,1327627,2.542,1312901,2.788,6396195,2.810,3898105,3.045,2000019,3.101,1122542,3.470,150320,3.437,1187876,3.549,2078313,3.538,1110952,3.549,2818491,3.526,4314921,3.582,4445399,3.717,3407,3.694,5273146,3.761,4753283,3.761,2327643,3.896,198615,3.996,8664449,4.097,3912402,4.511,2000,4.332,40103,4.276,431618,4.287,3344828,4.321,1645224,4.365,4885392,4.399,789304,4.500,61842,4.533,3251357,4.600,3186023,,,4.701,3933933
!,!,MZ009F-4Pool-P6-C44-T12,MZ009F-4Pool-P6-C44-T12.d,Sample,,2/23/2018 6:31 AM,1.034,1295847,1.168,1950155,1.168,2248805,1.280,87076,1.649,739610,1.783,1407758,1.604,2307562,1.951,2778353,1.962,409568,1.951,2885569,2.186,923460,2.309,233504,2.443,858550,2.544,1504227,2.533,1371777,2.779,6365179,2.790,3914996,3.047,1897565,3.092,1155925,3.461,153275,3.428,1251333,3.528,2138805,3.540,1133436,3.540,2866946,3.528,4074466,3.607,4979615,3.629,29848,3.696,5247435,3.752,4772817,3.775,2258468,3.898,197057,3.998,7877965,4.088,4290858,,,4.312,38441,4.256,438736,4.278,3364160,4.312,1663345,4.356,4893525,4.390,782776,4.502,63265,4.524,3285231,4.591,3287524,4.860,2496,4.703,3969160
,!,MZ009F-4Pool-P6-C45-T12,MZ009F-4Pool-P6-C45-T12.d,Sample,,2/23/2018 6:37 AM,1.034,1212341,1.180,1895640,1.180,2160544,1.291,84142,1.661,729082,1.784,1443131,1.616,2193587,1.952,2704609,1.974,394306,1.963,2727598,2.186,1189835,2.321,209785,2.444,862507,2.567,1324829,2.544,1347844,2.791,6309514,2.813,3876473,3.048,1873846,3.104,1134376,3.473,142946,3.439,1179404,3.540,2038300,3.540,1116326,3.551,2745356,3.518,4188510,3.585,4643530,3.618,33769,3.697,5506676,3.753,4690282,3.764,2193706,3.898,199407,3.999,8908375,4.088,4474863,4.491,5097,4.334,39372,4.267,439063,4.290,3285840,4.323,1735776,4.357,5025324,4.390,787199,4.502,64491,4.525,3409663,4.592,3317305,4.648,259,4.704,4011348
!,!,MZ009F-4Pool-P6-C46-T12,MZ009F-4Pool-P6-C46-T12.d,Sample,,2/23/2018 6:44 AM,1.022,1290232,1.167,1946189,1.167,2256028,1.268,83845,1.648,729153,1.783,1349638,1.604,2391230,1.950,2737521,1.962,427562,1.950,2928554,2.185,914198,2.308,201774,2.443,856540,2.555,1458451,2.532,1249754,2.778,6360983,2.801,3932800,3.047,1938686,3.091,1155560,3.461,160357,3.427,1225802,3.528,2134194,3.539,1147261,3.539,2919496,3.528,4127452,3.606,4986766,3.640,26413,3.696,5257978,3.752,4861412,3.785,2331851,3.897,202481,4.009,7868946,4.087,4172137,,,4.311,39211,4.266,446283,4.277,3496007,4.322,1672209,4.356,4995383,4.389,802949,4.501,63228,4.523,3466700,4.591,3436685,4.859,4665,4.702,4068481
!,!,MZ009F-4Pool-P6-C47-T12,MZ009F-4Pool-P6-C47-T12.d,Sample,,2/23/2018 6:50 AM,1.033,1080301,1.179,1881483,1.179,2181203,1.280,79911,1.660,679813,1.783,1161332,1.615,2217923,1.951,2622413,1.984,392847,1.962,2681188,2.197,1129312,2.320,115087,2.443,916477,2.566,1404075,2.544,1271681,2.790,6134325,2.812,3841283,3.047,1912955,3.103,1073940,3.472,137732,3.439,1168353,3.539,2015044,3.539,1083390,3.551,2687380,3.528,4131526,3.584,4429369,3.629,18378,3.696,5354616,3.752,4691571,3.763,2199397,3.897,190861,3.998,8462619,4.088,3835318,,,4.334,31276,4.266,423001,4.289,3155614,4.322,1492790,4.356,4858877,4.390,770371,4.501,62229,4.524,3278614,4.591,3310672,4.848,2120,4.703,4038374
,!,MZ009F-4Pool-P6-C48-T12,MZ009F-4Pool-P6-C48-T12.d,Sample,,2/23/2018 6:57 AM,1.042,1186707,1.176,1943463,1.176,2256349,1.288,87179,1.646,627558,1.780,841647,1.601,2256500,1.948,2756381,1.970,387241,1.948,2781337,2.183,868011,2.317,37273,2.440,900847,2.552,1471481,2.530,1302969,2.776,6512520,2.798,3956333,3.044,2089577,3.089,1196178,3.458,127082,3.425,1202923,3.537,2139885,3.548,1148839,3.537,2774519,3.540,3979097,3.615,5057374,3.626,3042,3.704,4943170,3.749,4856849,3.783,2219476,3.895,210763,4.006,8604188,4.085,4820870,4.409,894,4.309,22164,4.264,439241,4.286,3491336,4.320,1203417,4.353,4975060,4.387,808441,4.499,63519,4.521,3499464,4.588,3402809,5.159,2143,4.700,4067314
,!,MZ009F-4Pool-P6-K01-T12,MZ009F-4Pool-P6-K01-T12.d,Sample,,2/23/2018 7:03 AM,1.044,1053285,1.189,2022421,1.189,2308927,1.279,63232,1.659,1329852,1.782,4690895,1.626,2305555,1.950,3083879,1.984,458085,1.961,3269589,2.196,1420572,2.319,1418883,2.442,690527,2.565,1680647,2.543,1962372,2.789,6721114,2.811,4112997,3.046,3239653,3.102,1233005,3.471,340704,3.438,1440068,3.539,2180441,3.539,1184979,3.550,3304687,3.527,4993807,3.583,5121443,3.617,5980132,3.695,6489709,3.762,4798334,3.762,2262897,3.897,211163,3.997,9718352,4.087,5065833,4.143,538522,4.333,1045818,4.266,486943,4.288,3131518,4.322,4288897,4.355,4948900,4.400,790976,4.501,66020,4.523,3387808,4.590,3531325,4.702,2535406,4.702,3875700
,!,MZ009F-4Pool-P6-K02-T12,MZ009F-4Pool-P6-K02-T12.d,Sample,,2/23/2018 7:10 AM,1.019,2018324,1.164,1781585,1.164,2209246,1.276,55342,1.645,1298965,1.779,4712877,1.612,2366352,1.947,2995255,1.970,483828,1.947,3500684,2.182,1138427,2.316,1416589,2.439,676225,2.551,1251150,2.529,1924425,2.775,6741966,2.797,3941632,3.044,3330138,3.088,1181560,3.457,343840,3.424,1536021,3.536,2255955,3.547,1186813,3.547,3507261,3.540,4751794,3.603,5453082,3.636,5852890,3.692,6275133,3.748,5063489,3.782,2300056,3.894,198894,4.006,8228369,4.084,4305004,4.140,534766,4.296,1067497,4.263,438726,4.285,3175807,4.319,4458338,4.352,4758231,4.386,774628,4.498,58293,4.520,3180182,4.587,3148926,4.699,2420080,4.699,3267782
,!,MZ009F-4Pool-P6-K03-T12,MZ009F-4Pool-P6-K03-T12.d,Sample,,2/23/2018 7:16 AM,1.021,1315035,1.177,2017209,1.177,2294879,1.278,63963,1.647,1334244,1.781,4791460,1.614,2485162,1.949,3076132,1.983,485326,1.960,3571513,2.195,1413413,2.318,1475995,2.441,720890,2.565,1730917,2.531,2116279,2.788,6848859,2.811,4210973,3.046,3313616,3.102,1256262,3.471,365218,3.437,1449183,3.538,2247759,3.538,1177498,3.549,3318712,3.527,4972649,3.583,5160530,3.616,6233692,3.694,6562771,3.750,5027263,3.762,2513842,3.896,212340,4.008,9271458,4.097,4326346,4.153,546354,4.332,1399955,4.276,519161,4.287,3133194,4.321,4480676,4.366,4971260,4.399,812292,4.511,67690,4.533,3568607,4.601,3585886,4.712,3459753,4.701,4235276
,!,MZ009F-4Pool-P6-K04-T12,MZ009F-4Pool-P6-K04-T12.d,Sample,,2/23/2018 7:23 AM,1.032,1640540,1.167,1886733,1.178,2253848,1.290,56254,1.648,1301589,1.782,4722714,1.603,2443687,1.950,3010842,1.972,479017,1.950,3445837,2.185,1126082,2.319,1486337,2.442,677592,2.554,1568222,2.531,2049656,2.778,6754675,2.800,4072498,3.046,3290613,3.091,1270151,3.460,364837,3.426,1520127,3.527,2294967,3.549,1224826,3.538,3686740,3.527,4912468,3.605,5661915,3.628,5966276,3.695,6698277,3.751,5049132,3.784,2449175,3.896,234646,4.008,8999773,4.086,4891031,4.142,544042,4.299,1355648,4.265,515940,4.288,3180151,4.321,4714089,4.355,4993081,4.388,794128,4.500,68352,4.523,3482416,4.590,3598318,4.702,3323903,4.702,3860153
,!,MZ009F-4Pool-P6-K05-T12,MZ009F-4Pool-P6-K05-T12.d,Sample,,2/23/2018 7:29 AM,1.022,1545763,1.178,1867625,1.178,2182174,1.290,53482,1.659,1307720,1.783,4719963,1.626,2394095,1.950,3021950,1.984,462300,1.962,3293440,2.197,1436679,2.320,1443010,2.443,690986,2.566,1565259,2.532,1968541,2.789,6716909,2.812,4058161,3.047,3282429,3.103,1189199,3.472,353915,3.438,1396004,3.539,2243935,3.539,1175071,3.550,3422161,3.528,5033611,3.584,5235323,3.617,6047680,3.696,6502151,3.752,4894872,3.763,2342787,3.897,205546,3.998,9170645,4.087,4279734,4.143,545967,4.333,1447020,4.266,484418,4.288,3178376,4.322,4543901,4.356,4944276,4.389,809932,4.501,64486,4.523,3464402,4.591,3553356,4.702,3385028,4.702,4010997
